,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Updated_Price,Predict_Inc_Dec
76,13.79,13.79,18.04,9.83,267280.0,487140.0,0.527,0.2263,0.416,-0.0588999999999999,-0.1115,0.0353,20.0,17.64,0.02,-0.23,0.25,3,15.76,0
77,10.51,16.0,29.5,9.05,106330.0,72810.0,0.6572,-0.0159,0.103,-0.1492,-0.4913,-0.4067,16.6,10.54,-3.07,-2.61,-0.4599999999999999,4,10.76,1
80,7.23,9.44,19.15,5.88,761000.0,609130.0,0.4681,0.0014,0.0029,-0.2746,-0.3464,-0.4004,14.88,6.99,-12.85,-10.12,-2.7300000000000004,4,6.27,0
83,25.83,30.32,43.41,20.3,221850.0,155590.0,0.8856,-0.008,0.0329,-0.2191,-0.3303,-0.3731,75.33,24.25,57.09,-36.42,93.51,3,25.73,1
84,7.5352,9.7575,15.95,3.37,3320000.0,1050000.0,0.713,0.1457,-0.4399,-0.551,-0.6461,-0.4163,20.4,4.17,-15.79,-14.94,-0.8499999999999996,3,3.66,0
85,31.58,30.53,38.31,24.06,63470.0,28760.0,0.377,0.0292,-0.0361,-0.0204999999999999,0.0220999999999999,0.0825,32.5,29.48,17.5,17.5,0.0,1,29.56,1
86,10.73,10.4,13.65,8.73,490660.0,571620.0,0.1775,0.1185,-0.0649,-0.0407,0.0359,0.0353,27.67,10.48,288.2,203.6,84.6,10,10.04,0
87,645.67,631.72,737.45,494.45,558710.0,618840.0,0.8744,0.0392,0.0297,-0.0293,0.0693,0.2553,752.91,666.62,180.97,199.71,-18.74000000000001,3,524.78,0
89,2.64,2.6199,5.47,2.01,9430.0,20790.0,0.4169,-0.0239,-0.0278,-0.0993,-0.1281,0.1449,27.67,2.56,0.02,-0.23,0.25,4,2.53,0
90,25.83,30.52,49.32,17.32,1010000.0,462010.0,0.4053,0.0065,-0.2844,-0.1853999999999999,-0.4371,0.0353,39.67,21.02,-11.22,-11.38,0.1600000000000001,4,16.37,0
91,0.7542,0.8884,2.55,0.57,1620000.0,3310000.0,0.1813,-0.1134999999999999,-0.225,-0.2946,-0.3990999999999999,-0.087,2.0,0.61,-0.05,-1.35,1.3,3,0.54,0
94,0.7662,1.0221,2.78,0.581,817260.0,3250000.0,0.2373,-0.1716,-0.1421,-0.3372,-0.5438000000000001,-0.5255,6.12,0.62,-12.69,-13.97,1.2800000000000011,3,0.465,0
95,1.9012,2.1529,4.31,1.378,333650.0,1210000.0,0.2119,-0.1099,-0.0116,-0.0286,-0.2609,0.0118999999999999,27.67,1.71,74.3,-2.94,77.24,7,1.9,1
96,5.6,5.87,16.41,3.45,1400000.0,1590000.0,0.0479,-0.1079,-0.15,-0.1185,0.4269,0.1689999999999999,27.67,5.75,-0.98,1.55,-2.53,3,4.64,0
97,19.83,21.14,48.31,12.76,268740.0,185340.0,0.4158,-0.0821,-0.2444,-0.4695,-0.3313,-0.6431,42.75,13.75,-45.51,-37.59,-7.919999999999995,3,10.23,0
100,9.73,9.72,10.08,9.62,2210.0,3580.0,0.3122,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.65,0
102,45.47,33.61,63.29,23.66,572210.0,448900.0,0.5942000000000001,0.1773,0.348,0.9888,1.0431,1.7185,65.0,61.33,23.42,19.54,3.8800000000000026,4,49.47,0
103,2918.66,2641.97,3037.0,1699.0,1090000.0,1120000.0,0.6635,0.0158,0.0027,0.0891,0.1691,0.6659999999999999,3366.67,2932.72,18936.0,18525.0,411.0,7,2782.62,0
104,11.74,13.92,19.36,10.31,1210000.0,982720.0,0.486,0.0161,0.1063,-0.0323,-0.2187,-0.1559,20.3,11.91,-43.03,-38.2,-4.829999999999998,3,12.14,1
105,10.01,10.01,10.1,9.83,730.0,29710.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.0,0
106,1.3754,4.2724,29.49,0.533,2430000.0,2430000.0,0.0304,-0.0394,-0.6075,-0.7592,-0.8991,-0.8948999999999999,27.67,0.6,-7.11,-66.65,59.540000000000006,6,0.436,0
110,10.35,12.32,24.61,8.1,888680.0,773120.0,0.6474,-0.0530999999999999,-0.1491,-0.3157999999999999,-0.1137,-0.2064,31.67,9.17,-33.51,-24.83,-8.68,3,7.39,0
111,12.08,9.52,14.58,5.61,36550.0,77900.0,0.4631,0.0246,0.0593,0.141,0.2655,-0.1528999999999999,18.0,11.22,-18.27,-18.48,0.2100000000000008,1,11.9,1
112,5.2326,5.3891,8.34,4.39,1500000.0,1630000.0,0.6025,-0.0283,-0.096,0.0084,-0.2144,-0.1651999999999999,11.33,4.87,-3.13,8.39,-11.52,10,5.13,1
113,65.44,65.15,91.0,45.55,42440.0,66780.0,0.4203,-0.0506,-0.0183,-0.0905,-0.096,0.3102,70.0,61.36,5.24,11.66,-6.42,8,63.61,1
114,3457.6,3382.3,3773.08,2881.0,2880000.0,3220000.0,0.5971,-0.0070999999999999,-0.0499,0.0250999999999999,-0.0163,0.0187,4110.76,3404.32,3156.0,7778.0,-4622.0,5,3224.28,0
115,191.71,130.85,227.59,82.59,731620.0,749960.0,0.8223999999999999,0.0458,0.126,0.3234,0.9203,1.2922,218.0,205.22,0.76,-7.16,7.92,4,155.69,0
116,163.83,213.71,325.12,133.62,355530.0,433900.0,0.9054,0.0322,0.1289,0.0892999999999999,-0.3328,-0.4343,204.07,166.28,45.01,80.15,-35.14000000000001,3,146.83,0
118,726.78,641.48,769.9,439.7,41020.0,43200.0,0.3814,0.0148,0.0055,0.0915,0.2254,0.6148,875.0,722.43,409.9,345.18,64.71999999999997,2,689.1,0
119,3.8668,3.9444,5.34,3.05,4400.0,12320.0,0.436,-0.0026,0.0079,-0.0052,-0.0204,0.1994,27.67,3.85,17.11,17.13,-0.0199999999999995,1,4.06,1
120,18.93,20.87,26.09,14.71,34580000.0,34510000.0,0.5637,-0.0039,0.0175,-0.1409,-0.149,0.1381,19.11,18.28,169.0,19.0,150.0,2,19.34,1
121,189.13,163.74,195.89,88.38,225540.0,89920.0,0.9637,0.0036,-0.0038,-0.0067,0.2696,0.9786,27.67,188.45,51.05,227.98,-176.93,1,188.65,1
123,26.77,23.41,33.27,16.31,113770.0,117290.0,1.1521,0.0208,0.1266,0.0847,0.1835,0.5461,33.67,26.19,3.31,2.95,0.3599999999999999,4,24.82,0
124,14.03,14.1,16.49,10.44,409800.0,536350.0,0.5771999999999999,0.0225,0.0152,-0.0786,-0.0133,0.3493,18.25,14.17,94.6,66.0,28.599999999999994,1,14.82,1
125,67.84,79.29,108.81,56.29,209770.0,132550.0,0.9652,0.0399,0.0287,-0.0374,-0.2095,-0.3046999999999999,80.91,64.79,2.03,2.98,-0.9500000000000002,5,65.12,1
126,24.33,24.42,27.9,22.05,20120.0,16079.999999999998,0.2257,0.0308,-0.0037,0.0516999999999999,-0.0033,0.0222,27.67,24.39,9.12,9.13,-0.0100000000000015,1,25.35,1
127,211.22,230.06,276.69,198.64,3110000.0,2890000.0,0.7717,0.0302,0.1186,0.0591,-0.0663,0.0032,240.24,228.35,1884.0,464.0,1420.0,3,230.85,1
129,23.04,23.63,29.5,14.82,817080.0,991210.0,0.3994,0.0978,0.1066,-0.0143,0.0482,0.6764,27.0,24.74,180.85,125.81,55.03999999999999,4,23.97,0
130,3.8662,4.7491,19.8,3.169,259220.00000000003,502920.0,0.0868999999999999,-0.0447,0.0322,0.0635,-0.1685,0.1667,10.0,3.88,-0.59,-0.47,-0.12,4,3.81,0
131,8.69,13.32,23.42,4.79,7320000.0,6140000.0,0.4191,-0.0842,-0.2186,-0.615,-0.6811,-0.0645,20.83,5.53,-32.94,15.38,-48.32,10,4.99,0
132,35.81,31.12,39.71,22.45,254840.0,169650.0,0.7945,0.0282,0.1128999999999999,0.2457,0.2787,0.6267,44.5,39.13,15.74,43.5,-27.76,9,39.48,1
133,6.61,6.98,9.33,4.4,3820.0,4880.0,0.1436,-0.0553,-0.0766,-0.1214,-0.1939999999999999,0.0353,15.0,6.14,-1.55,-29.11,27.56,3,7.0,1
134,27.86,25.99,32.0,14.96,295490.0,211390.0,0.9755,0.06,0.0592,0.2092999999999999,0.0412999999999999,1.0143,34.5,28.46,-6.97,-19.47,12.5,3,22.46,0
136,3.4972,3.8883,5.07,3.11,845290.0,677890.0,0.5036,0.0113999999999999,0.0957,-0.0301,-0.1858,-0.0967,6.33,3.64,4.42,3.79,0.6299999999999999,3,3.54,0
137,60.66,55.91,66.55,32.1,89490.0,77210.0,0.9605,0.0141999999999999,-0.0262,-0.0182,-0.0223,0.5019,76.2,58.84,-12.02,-11.95,-0.0700000000000002,7,54.01,0
138,10.08,10.08,10.15,10.02,73740.0,441480.0,0.5528,-0.003,-0.0069,-0.0588999999999999,-0.1115,0.0353,27.67,10.13,0.02,-0.23,0.25,1,10.12,0
139,40.42,48.71,73.0,27.5,808290.0,1080000.0,0.7667,-0.0156,0.1033999999999999,0.3938,-0.2517,-0.1394,69.82,48.91,-195.57,-219.19,23.620000000000005,3,40.8,0
140,44.71,40.37,49.58,29.79,196720.0,116210.0,0.9511,0.05,0.0486,0.2645,0.1856,0.5152,47.25,48.73,11.06,-2.12,13.18,2,49.65,1
141,8.72,7.93,10.39,3.32,316860.0,279570.0,0.536,-0.0299,-0.0383,-0.156,-0.0383,1.2711,13.33,7.83,0.02,-0.23,0.25,3,6.25,0
142,13.11,13.7,15.27,10.4,823790.0,383620.0,0.3283,0.05,-0.0037,-0.0014,-0.0381,0.2423999999999999,13.86,13.09,25.44,32.14,-6.699999999999999,1,13.4,1
144,160.94,143.4,182.13,116.21,105210000.0,89940000.0,0.5881000000000001,0.0369,0.1193999999999999,0.2559,0.3097,0.33,174.93,179.96,20551.0,21744.0,-1193.0,4,172.19,0
148,12.39,16.68,29.8,8.52,107270.0,91260.0,0.7170000000000001,-0.1221,-0.1865,-0.4192,-0.578,-0.5975,42.6,9.12,-28.42,-25.83,-2.5900000000000034,3,3.85,0
149,4.2728,4.5844,8.46,2.788,720920.0,1130000.0,0.3522,-0.1377,-0.2818,-0.4342,-0.4097999999999999,-0.4296999999999999,4.33,3.0,-9.45,-10.25,0.8000000000000007,3,2.57,0
152,14.16,11.4,17.5,6.71,62650.0,73170.0,0.5512,-0.0319,-0.066,-0.1082,0.2076,0.7609999999999999,18.75,12.84,-4.22,-4.05,-0.1699999999999999,3,11.63,0
153,3.101,4.6968,13.32,2.07,942340.0,1270000.0,0.5631,-0.0825999999999999,-0.1946999999999999,-0.4589999999999999,-0.6063000000000001,-0.7753,7.38,2.24,-6.86,-5.23,-1.63,9,1.86,0
154,5.324,4.3416,6.997,3.1,1580000.0,736770.0,0.4577,-0.1273,-0.3684,-0.1293,-0.0327,-0.3081,15.0,3.98,-14.55,-12.37,-2.180000000000001,3,3.67,0
158,1.5485,2.2709,6.4,0.972,542640.0,371090.0,0.1429,-0.0741,-0.2647,-0.5192,-0.6633,-0.5951,5.75,1.04,-2.17,-5.26,3.09,10,1.06,1
159,9.85,9.79,10.0,4.5,82450.0,59360.0,0.5528,-0.0051,-0.003,0.0103,-0.1115,0.0353,27.67,9.85,-0.19,-0.07,-0.12,0,9.92,1
160,19.25,24.8,41.59,15.9,267380.0,259060.0,1.071,0.0389,0.0947,0.0066,-0.3026999999999999,-0.3983,31.94,21.16,-144.06,-20.02,-124.04,9,19.9,0
163,24.53,24.53,25.05,22.6,20770.0,23730.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,0,24.75,1
164,10.9,10.9,14.37,7.62,487560.0,685870.0,0.5528,0.2138,0.3208,-0.0588999999999999,-0.1115,0.0353,15.12,13.26,14.38,-0.23,14.61,5,10.74,0
166,9.73,9.73,9.82,9.7,6550.0,99980.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.75,0
167,16.69,17.81,24.66,14.39,5100.0,5250.0,0.1791,-0.0052,0.0538999999999999,0.0928,-0.1235,-0.0699,27.67,16.99,6.83,2.67,4.16,5,17.64,1
168,19.96,19.66,54.78,12.72,2790000.0,2890000.0,1.1097,-0.0302,-0.3107,-0.1076,0.0096,-0.6289,26.36,16.2,-25.55,-0.02,-25.53,4,13.47,0
169,11.37,14.56,31.97,6.87,2680000.0,3480000.0,0.1014,0.0246,-0.1812,-0.4012,-0.4952,-0.7272,17.17,7.81,-26.39,-38.67,12.28,5,6.77,0
171,0.7349,1.0265,3.67,0.512,668980.0,8310000.000000001,0.2232999999999999,-0.121,-0.2062999999999999,-0.3278,-0.5588000000000001,-0.1792,4.67,0.55,0.02,-0.23,0.25,3,0.43,0
172,22.77,22.77,27.57,15.1,185240.0,236290.0,0.5528,0.0437,-0.2127,-0.0588999999999999,-0.1115,0.0353,30.2,21.03,0.02,-0.23,0.25,4,15.66,0
175,3.7853,5.3669,11.37,1.85,878440.0,257280.0,0.5806,0.1324,-0.2667,-0.5674,-0.6456999999999999,-0.7852,5.92,2.45,-2.85,-0.87,-1.98,9,2.58,1
176,1.4448,1.5596,5.8,0.85,1820000.0,1270000.0,0.1973,-0.1609,0.3218999999999999,1.1192,0.2372,0.3497,4.0,2.19,3.74,-14.17,17.91,3,2.4,1
179,12.28,15.25,20.93,9.94,250590.0,148470.0,0.7778,0.0729,0.1344,-0.1518,-0.3107,-0.0533,17.05,12.14,-7.17,-8.1,0.9299999999999996,2,12.75,1
183,13.41,13.7,34.25,8.88,292580.0,437460.0,0.7093,-0.004,-0.0883999999999999,0.3312,0.209,-0.5995,33.75,12.67,-15.67,-13.97,-1.6999999999999993,3,11.42,0
184,3.89,4.0611,15.97,2.06,16810.0,15880.0,0.0653,-0.0781,-0.2460999999999999,-0.2727,-0.3333,0.3714,27.67,3.0,-1.01,2.86,-3.87,1,2.72,0
185,28.48,26.22,30.22,15.49,108780.0,98800.0,0.8744,0.0373,0.019,0.0771999999999999,0.1351,0.8314,29.12,28.86,0.02,-0.23,0.25,1,32.86,1
189,86.97,74.95,95.0,50.22,489210.0,519090.00000000006,1.0398,0.0518,0.0342,0.1005,0.3766,0.7363,105.57,94.15,119.53,107.11,12.420000000000002,2,86.56,0
191,9.58,10.18,15.4,7.05,110630.0,95940.0,0.3131,0.011,-0.1266,-0.1826,-0.1446,0.1613,14.5,8.39,-2.29,-4.17,1.88,2,8.07,0
192,23.72,22.06,47.13,13.23,220180.0,325440.0,0.3073,-0.0324,-0.1506,-0.1261999999999999,-0.0793,0.3265999999999999,28.0,21.37,-4.2,-3.73,-0.4700000000000002,4,16.58,0
194,33.33,35.12,50.48,31.32,3180.0,2750.0,0.0895,0.0291,-0.0265,-0.0279999999999999,-0.0717,-0.2264,27.67,32.35,3.54,3.55,-0.0099999999999997,1,33.1,1
196,17.92,17.92,26.16,13.5,168500.0,191920.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,3,16.45,1
197,6.68,7.62,18.98,5.42,4570000.0,5050000.0,0.1966,-0.084,-0.1537,-0.1914,-0.3971,-0.3511999999999999,27.67,5.7,0.02,-0.23,0.25,3,5.54,0
199,294.21,292.98,344.39,245.05,1350000.0,1490000.0,0.9287,0.0077,0.0819999999999999,-0.0187999999999999,-0.032,-0.0521,329.81,283.21,136.7,115.6,21.099999999999994,4,260.17,0
200,6.75,6.71,11.58,4.06,14190.0,19030.0,0.5528,0.0052,-0.0809,-0.1433,-0.0538999999999999,0.449,27.67,6.38,0.61,0.75,-0.14,4,6.27,0
201,2.0726,2.6363,4.5,1.62,463300.0,357540.0,0.5528,-0.1134999999999999,-0.1881,-0.2711,-0.4985,-0.3993,6.0,1.71,-17.39,-17.11,-0.2800000000000011,3,0.959,0
205,7.28,9.38,13.0,5.89,391420.0,502010.0,0.9391,0.0233999999999999,-0.0141,-0.1105,-0.4341,0.0353,12.55,7.21,2.09,1.26,0.8299999999999998,3,6.34,0
206,31.48,29.66,40.48,14.23,278030.0,334150.0,0.7709999999999999,0.0634,-0.017,0.1532,-0.1734,1.3759,42.5,32.61,14.78,7.01,7.77,7,31.48,0
207,24.26,22.95,29.59,17.58,262790.0,224850.0,0.912,-0.0406,0.0566,0.0013,-0.0626999999999999,-0.1551,56.33,24.29,-29.27,-26.35,-2.919999999999998,3,16.93,0
208,0.6433,0.9533,2.67,0.451,1150000.0,1810000.0,0.1372,-0.1206,-0.263,-0.3868,-0.6301,0.1757,2.25,0.48,-4.91,-2.45,-2.46,3,0.314,0
210,3.3036,3.6839,6.52,2.85,36630.0,45300.0,0.3559,0.0127,0.0847,-0.2157,-0.1351,-0.0883,6.0,3.19,-1.58,-1.54,-0.04,4,3.0,0
214,60.51,62.57,79.81,46.96,603830.0,524330.0,1.1434,0.0204,0.0172,-0.1572,-0.1241,0.187,76.0,56.74,-17.25,-25.15,7.899999999999999,3,55.08,0
217,10.24,10.19,10.53,10.0,60.0,193.0,0.2371,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.38,0
219,32.33,34.95,43.23,28.39,853780.0,841530.0,0.9855,0.0335,0.1693,0.1331,-0.0536,-0.0712,40.67,35.13,13.76,6.5,7.26,4,34.74,0
220,28.75,28.46,33.74,24.06,23170.0,11590.0,0.2125,0.0655999999999999,0.0798,0.1122,0.1293,0.2423,27.67,31.5,8.72,8.72,0.0,1,34.48,1
222,1.9926,2.3079,3.59,1.64,1600000.0,285940.0,0.0366,-0.0233,-0.1295,-0.2880999999999999,-0.3588,-0.3935,27.67,1.7,-2.12,-3.06,0.94,4,1.4,0
225,11.0,10.79,11.08,10.4,190.0,10700.0,0.5301,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,11.03,0
226,15.81,16.62,18.84,14.42,7150000.0,6370000.0,0.516,0.0152,-0.0278,-0.0363,-0.0888,-0.0121999999999999,16.83,15.31,212.0,-411.0,623.0,6,15.41,1
227,10.76,10.49,14.51,8.46,2860000.0,2220000.0,0.6431,0.0344,0.0084,-0.0592,0.1064,-0.0391,15.5,10.95,-107.0,-4.0,-103.0,4,9.79,0
228,10.07,10.07,10.15,10.01,22320.0,612140.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,0,10.04,0
231,392.16,361.76,413.89,292.79,366980.0,343310.0,0.9508,0.0266999999999999,0.0235,0.1939,0.1729,0.1281,416.69,407.44,85.34,93.72,-8.379999999999995,4,352.08,0
233,10.32,10.31,25.37,6.96,802700.0,957840.0,0.2729,-0.0728,-0.2514,-0.2975,-0.3995,-0.445,32.0,8.14,4.12,-19.98,24.1,7,6.52,0
234,12.08,14.58,22.91,6.6,2300000.0,797350.0,0.19,-0.1018999999999999,-0.3185,-0.4936,-0.5951,0.0353,30.62,7.76,0.02,-0.23,0.25,3,6.22,0
235,42.01,45.47,52.65,37.51,70460.0,40950.0,0.6726000000000001,-0.0216,0.0069999999999999,-0.135,-0.1139,-0.0599,66.0,40.4,-2.62,2.02,-4.640000000000001,7,41.04,1
237,8.53,9.6,15.84,6.53,223520.0,233710.0,0.6054999999999999,-0.0081,0.0351,0.0808,-0.2203999999999999,-0.0796,14.2,8.64,3.8,4.38,-0.5800000000000001,4,8.45,0
238,2.0646,4.1902,11.76,1.32,559420.0,490310.0,0.2148,-0.1562,-0.3112,-0.5144,-0.7304999999999999,-0.7765000000000001,17.5,1.44,-27.85,-19.0,-8.850000000000001,3,1.35,0
244,1.4466,3.0849,9.76,1.04,7180000.0,1470000.0,0.0093999999999999,0.1261,-0.0672,-0.3621999999999999,-0.7217,-0.4792,27.67,1.25,0.02,-0.23,0.25,3,1.33,1
247,9.75,9.75,9.8,9.69,85160.0,230280.0,0.0578,0.0062,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,9.76,0.02,-0.23,0.25,1,9.75,0
248,5.0374,4.5121,6.02,3.46,845500.0,1430000.0,0.807,0.0063,-0.0437,0.2116,0.0642,0.1675,8.3,4.9,-1.03,-11.09,10.06,3,4.44,0
249,10.1,10.04,12.0,9.7,1060.0,1300.0,0.5092,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.15,0
250,7.74,8.6,16.1,6.55,80920.0,60100.0,0.1707999999999999,0.0,0.0455999999999999,-0.123,-0.1581,-0.0394,31.5,7.85,-6.69,-11.31,4.62,3,8.25,1
252,5.0526,11.398,34.35,2.98,425040.0,481850.0,0.7934,-0.0166,0.127,-0.5749,-0.7909,-0.8809999999999999,8.0,3.64,-28.51,-28.73,0.2199999999999988,3,3.02,0
256,93.13,92.14,129.01,73.06,110170.0,112720.0,0.9988,0.0426999999999999,0.0572,0.1399,0.075,-0.1916,120.71,93.96,11.58,11.6,-0.0199999999999995,3,84.94,0
257,11.19,10.51,17.8,6.25,440020.0,1140000.0,0.6091,-0.0266999999999999,0.688,0.9988,0.5617,0.1764,31.0,16.9,-14.01,-10.85,-3.16,3,14.22,0
258,637.07,583.25,699.54,420.78,4400000.0,2720000.0,0.8521,0.0210999999999999,-0.1719,-0.0146,-0.0279,0.1338,671.75,578.14,1233.0,1212.0,21.0,4,516.9,0
260,140.69,104.04,164.46,72.5,54620000.0,54600000.0,0.748,0.0278,-0.0843,0.4774,0.5784,0.6361,142.5,148.28,923.0,710.0,213.0,4,132.74,0
262,19.81,9.2,27.09,1.94,1620000.0,2430000.0,0.2228,0.293,0.2796,0.6929000000000001,7.4891,8.8033,31.0,22.89,0.7,0.57,0.13,4,13.67,0
263,18.95,14.47,24.2,9.41,121230.0,262880.0,0.8008,0.0225,-0.0426999999999999,0.0678,0.423,0.2169,19.0,17.66,-1.64,16.55,-18.19,2,15.81,0
264,80.43,97.46,143.72,53.5,349240.0,235830.0,0.8316,-0.0163999999999999,-0.2496999999999999,-0.2855999999999999,-0.3824,-0.2984,79.5,62.75,2.52,-13.98,16.5,2,60.85,0
266,9.99,9.99,10.07,9.95,5570.0,45100.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.0,0
267,14.74,13.51,15.43,9.7,3090.0,4390.0,0.1595,0.0229,0.0458,0.0886,0.2066,0.4786999999999999,27.67,15.43,6.97,6.91,0.0599999999999996,1,15.75,1
269,46.28,51.32,64.09,35.8,133730.0,91980.0,0.9788,-0.0202,-0.0046,-0.1548,-0.2339999999999999,0.1265,63.0,43.93,0.98,1.97,-0.99,4,41.85,0
270,10.04,10.02,10.1,9.88,20770.0,29480.0,0.0871,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.06,0
271,1.9422,2.0592,2.89,1.64,105790.0,63590.0,0.7315999999999999,0.0935999999999999,0.0163,-0.1382,-0.1009999999999999,-0.2241,4.08,1.92,0.99,-17.26,18.25,9,2.2,1
272,0.7269,1.0712,2.33,0.51,569170.0,481550.0,0.3879999999999999,-0.0583,-0.1669,-0.4851,-0.584,-0.4902,3.5,0.54,-6.7,-5.69,-1.0099999999999998,3,0.492,0
274,178.03,163.24,219.94,129.71,6670000.0,5890000.0,0.5876,0.0107,-0.0702,-0.0037,0.0934,0.1163,196.29,170.4,833.89,-68.22,902.11,5,166.0,0
275,111.19,111.24,124.91,92.64,1150000.0,1330000.0,0.9469,0.0218,0.0356,0.1193999999999999,0.0148,0.1089,134.67,118.16,178.92,156.5,22.419999999999987,4,112.91,0
277,8.64,11.86,22.88,7.46,129090.0,123510.0,0.9582,0.0012,0.0737,-0.2633,-0.3267,-0.5626,30.0,8.52,-22.91,-22.74,-0.1700000000000017,3,7.95,0
279,11.6,11.28,16.25,9.68,3520.0,18050.0,0.0965,0.0026,0.0069,0.0336,0.0457,0.0523,27.67,11.68,-0.15,-0.11,-0.0399999999999999,1,11.74,1
281,35.9,34.18,38.58,28.54,32920.0,35010.0,0.4449,0.054,0.0457,0.0698,0.0421,0.21,44.0,36.75,-0.97,27.12,-28.09,9,37.5,1
283,5.04,7.4,12.25,3.94,23120.0,72190.0,0.3691,0.0086,-0.1271,0.1253,-0.4868,0.0834999999999999,14.83,4.78,-4.18,7.57,-11.75,3,4.7,0
285,25.22,25.3,33.0,18.02,909900.0,1160000.0,1.0246,0.0139999999999999,0.0665,-0.2271,-0.0256999999999999,0.1508,27.22,23.86,-28.99,2.36,-31.35,3,24.87,1
287,41.27,39.32,45.91,32.45,91950.0,72520.0,0.5179,0.0434,0.0348,0.1146,0.1207,0.2855999999999999,46.25,43.11,20.41,20.39,0.0199999999999995,1,44.68,1
288,183.42,203.16,271.29,163.6,223830.0,171870.0,0.8751000000000001,0.0175,0.0876,-0.0559999999999999,-0.0172,0.0521999999999999,256.09,191.79,39.25,95.03,-55.78,2,187.38,0
289,32.91,29.11,38.28,22.05,1010000.0,755540.0,0.4368,0.0523,0.1188,0.1198,0.2852,0.3394,40.0,36.28,33.19,27.67,5.519999999999996,4,30.81,0
291,38.07,34.93,44.7,27.47,31810.0,27870.0,0.6061,0.0435,-0.0931,0.121,0.0356,0.0707,49.33,35.51,5.97,4.63,1.34,4,39.32,1
292,17.44,24.01,39.12,12.9,1520000.0,2190000.0,0.6317,-0.0185,-0.1372,-0.4036999999999999,-0.4114,-0.4304,32.62,15.95,-78.19,-70.94,-7.25,3,11.96,0
293,12.71,16.14,21.04,10.26,389160.0,221490.0,0.7683,0.012,0.0377,-0.198,-0.4034,0.1235,18.75,11.92,-3.07,-3.98,0.91,4,11.84,0
296,21.67,21.92,30.89,16.28,112820.0,75440.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,3,15.8,1
297,2906.2,2611.58,3019.33,1696.1,1410000.0,1540000.0,0.7973,0.0222,0.0077,0.0916,0.2012,0.6687000000000001,3301.2,2936.83,18936.0,18525.0,411.0,7,2771.74,0
299,12.49,10.84,15.14,7.87,204510.0,88060.0,0.5261,-0.0509,0.2719,0.2225,0.4711,0.0153,20.67,13.84,-13.49,-11.03,-2.460000000000001,3,9.56,0
300,9.91,9.91,10.78,3.85,6480.0,64489.99999999999,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.91,0
301,54.22,34.74,69.29,11.13,277690.0,286160.0,0.6378,0.0432,0.2664999999999999,0.1891,1.3156,4.2615,77.0,58.73,83.26,-18.99,102.25,10,70.16,1
303,9.89,9.86,14.54,9.62,147550.0,92800.0,0.7411,0.001,-0.001,0.0040999999999999,0.0081999999999999,0.0353,27.67,9.87,-0.57,19.07,-19.64,1,9.88,1
305,2.2405,3.7537,33.55,1.87,6050000.0,6430000.0,0.0633,-0.1101,-0.1261,-0.1491,-0.778,0.0353,11.62,1.96,-3.6,-2.32,-1.2800000000000002,3,1.84,0
306,17.63,16.31,20.22,13.28,73230.0,60920.0,0.5073,0.0361,-0.0582,0.0762,0.0659,0.225,20.6,16.63,31.46,31.57,-0.1099999999999994,1,17.08,1
307,15.95,15.45,18.63,13.09,487530.0,493380.0,0.8039000000000001,0.0624,0.0767,0.1165,0.0217,0.0329,17.0,16.09,17.0,-29.0,46.0,1,16.33,1
