Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Sector,Symbol,Current_Stock_Price/Avg_50
9.76,9.73,10.11,9.53,4530.0,22150.0,0.6062,0.001,-0.002,0.0051,0.0083,0.0353,27.67,9.78,2.2,-4.5,Financial Services,DLCA,1.0020491803278688
10.07,10.07,10.15,10.03,9520.0,275000.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,DMAQU,1.214498510427011
47.28,55.42,84.25,41.1,578310.0,473530.0,0.7948999999999999,-0.0405,-0.006500000000000001,-0.1085,-0.43829999999999997,-0.4755,86.5,45.47,-84.59,-60.69,Healthcare,DNLI,0.9617174280879864
15.13,16.29,20.02,13.33,435050.0,657490.0,0.8629000000000001,0.0175,0.1246,-0.0508,-0.0479,0.1485,18.71,15.96,12.27,-0.83,Consumer Cyclical,DENN,1.054857898215466
22.47,34.6,84.49,15.15,848940.0,609030.0,0.7442,-0.1059,-0.1861,-0.5078,-0.6202000000000001,-0.4363,53.6,17.5,0.02,-0.23,Healthcare,DMTK,0.7788161993769471
3.9046,5.5618,10.88,3.0,189170.0,168320.0,0.203,-0.0085,-0.0331,-0.13119999999999998,-0.2112,-0.6238,18.2,3.66,-3.45,-3.27,Healthcare,DMAC,0.9373559391486965
204.23,180.96,234.84,138.69,9740.0,8290.0,0.6531,0.0134,-0.0337,0.1595,0.2536,0.39039999999999997,27.67,194.21,25.63,16.86,Financial Services,DHIL,0.9509376683151349
9.75,9.74,10.25,9.6,66290.0,33590.0,0.7071,-0.0031,-0.0102,0.005699999999999999,-0.0062,0.0353,27.67,9.72,6.52,-7.16,Financial Services,DHHC,0.996923076923077
108.78,89.39,117.71,47.56,2440000.0,2810000.0,0.8896999999999999,0.0363,-0.0111,0.1318,0.1578,1.3130000000000002,133.5,108.23,649.0,311.0,Energy,FANG,0.9949439235153521
30.42,28.73,40.14,19.06,3110000.0,2790000.0,0.8467,0.0108,0.0058,0.8331000000000001,0.045700000000000005,0.6312,36.43,38.22,-17.07,-40.81,Healthcare,DRNA,1.2564102564102564
5.4199,4.8923,14.25,1.314,150850.0,161760.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Technology,DGHI,2.256499197402166
2.9898,3.4441,8.8,2.09,208350.0,2940000.0,0.1352,-0.1336,-0.2671,-0.34149999999999997,-0.631,0.0353,27.67,2.21,-8.94,-10.7,Consumer Cyclical,DBGI,0.739179878252726
10.18,10.18,10.29,10.09,43230.0,205100.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DHACU,1.2013752455795679
65.67,67.8,102.56,45.0,4550000.0,3390000.0,0.6644,0.025099999999999997,0.1291,-0.1014,-0.1949,0.1577,108.17,63.63,-5.85,14.28,Technology,APPS,0.9689355870260393
2.4569,3.31,4.95,1.63,104950.0,85080.0,0.78,-0.1,-0.3187,-0.44299999999999995,-0.6,-0.2905,27.67,1.83,0.02,-0.23,Industrials,DRTT,0.7448410598721966
37.97,56.38,150.72,27.19,2510.0,4860.0,0.0739,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Communication Services,DISCB,0.3220963918883329
24.01,28.66,66.7,20.86,3280000.0,3560000.0,0.9062,0.0217,-0.0395,-0.0521,-0.2029,-0.11019999999999999,33.67,23.84,0.02,-0.23,Communication Services,DISCK,0.9929196168263223
14.63,16.03,18.61,12.05,1810000.0,1070000.0,0.9767,0.015,-0.0629,-0.2291,-0.2842,0.0353,19.3,13.09,0.02,-0.23,Consumer Cyclical,DSEY,0.894736842105263
10.76,11.57,22.49,22.3,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,DHCNL,1.1366171003717473
9.12,9.73,11.86,7.14,884250.0,556310.0,0.5528,0.0815,0.1943,-0.0803,-0.0775,-0.1175,15.75,9.19,0.54,-3.04,Healthcare,DCGO,1.0076754385964912
126.22,108.59,149.37,84.26,2610000.0,3810000.0,0.9390000000000001,0.027999999999999997,-0.0074,0.39590000000000003,0.41009999999999996,0.28600000000000003,154.4,141.24,0.02,-0.23,Consumer Defensive,DLTR,1.118998573918555
14.25,14.89,16.48,13.35,44750.0,36710.0,0.8022,0.0042,0.0223,-0.026699999999999998,-0.0226,-0.0038,18.0,14.23,-6.71,16.16,Financial Services,DGICA,0.9985964912280703
110.93,103.21,122.96,86.22,221300.0,104300.0,0.7784,0.0647,-0.0121,0.1503,0.08689999999999999,0.28,114.33,112.68,33.1,31.62,Consumer Cyclical,DORM,1.0157757144144957
37.26,49.48,74.38,25.8,15860000.0,15270000.0,0.6217,-0.12269999999999999,-0.2446,-0.4497,-0.4903,-0.4473,60.3,27.85,-545.03,-305.53,Consumer Cyclical,DKNG,0.7474503488996244
2.7802,2.3416,5.65,0.77,423640.0,285580.0,0.0,-0.10640000000000001,-0.39130000000000004,-0.5145000000000001,-0.773,-0.41960000000000003,27.67,1.73,0.02,-0.23,Industrials,DPRO,0.6222573915545645
10.01,10.11,14.62,8.61,745510.0,752670.0,0.6890999999999999,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DGNS,1.2217782217782218
17.55,21.44,36.6,15.25,140290.0,221360.0,0.2261,0.04769999999999999,0.1308,0.1033,-0.2002,0.0353,17.67,19.33,19.14,28.57,Consumer Cyclical,DFH,1.1014245014245012
31.84,29.39,35.56,22.26,481670.0,457180.0,0.9687,0.0547,0.061399999999999996,0.17010000000000003,0.07919999999999999,0.0353,42.12,33.85,0.02,-0.23,Consumer Cyclical,DRVN,1.0631281407035176
26.51,28.38,33.0,21.57,2920000.0,3780000.0,0.8178,-0.005600000000000001,-0.0072,-0.15289999999999998,-0.18280000000000002,0.0802,33.83,25.0,75.6,88.0,Technology,DBX,0.943040362127499
29.79,39.68,59.4,26.86,537610.0,845040.0,0.7384000000000001,-0.0184,0.0248,-0.33390000000000003,-0.3245,-0.30670000000000003,47.22,30.04,-5.56,-0.36,Technology,DCT,1.0083920778784827
10.44,10.29,13.37,9.95,120.0,1180.0,0.0913,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DSACU,1.171455938697318
9.9,9.81,10.24,9.51,9180.0,150700.0,0.7437999999999999,-0.002,-0.0060999999999999995,0.001,0.0103,0.0353,27.67,9.87,1.83,-2.71,Financial Services,DUNE,0.9969696969696968
133.57,144.21,204.99,94.5,355310.0,385650.0,0.5528,-0.036000000000000004,-0.1423,-0.39380000000000004,-0.1115,0.0353,177.83,107.34,-28.97,-0.18,Technology,DUOL,0.8036235681665045
1.572,1.3001,2.65,0.87,800.0,1750.0,0.0,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Technology,DYSL,7.7798982188295165
16.31,12.79,21.39,4.36,1960000.0,2460000.0,0.7675,0.0541,-0.0666,-0.2284,0.5228,2.1915,26.0,14.65,-28.43,4.47,Healthcare,DVAX,0.8982219497240957
9.83,9.84,10.26,9.65,2950.0,14210.0,0.4167,-0.0026,0.0098,-0.0176,-0.1115,0.0353,27.67,9.77,0.02,-0.23,Financial Services,DALS,0.9938962360122074
9.9,9.92,11.02,8.74,178940.0,110070.0,0.6883,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,DDMX,1.2353535353535354
9.98,10.09,11.87,9.8,367390.0,101600.0,1.0261,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,DFPH,1.2254509018036073
9.76,9.72,10.63,9.61,2150.0,32520.000000000004,0.4924,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DHCA,1.2530737704918034
29.92,30.19,40.5,20.93,669450.0,263010.0,0.3563,0.0538,-0.2133,-0.2464,-0.1115,0.0353,49.0,25.83,-17.34,-0.23,Healthcare,DICE,0.863302139037433
35.8,40.48,47.05,28.53,2400000.0,2520000.0,0.8778,0.0131,-0.0202,-0.2646,-0.2234,0.024,49.61,33.01,557.04,671.05,Communication Services,DISH,0.9220670391061453
40.39,48.19,73.43,29.57,1080000.0,1990000.0,0.5528,0.0255,0.0101,-0.382,-0.3331,0.0353,58.62,35.43,19.66,17.71,Technology,DLO,0.8771973260708096
21.91,17.49,22.0,13.42,387790.0,292240.0,0.8713,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Technology,DSPG,0.5581926061159288
30.3,30.71,36.26,21.49,151030.0,76150.0,0.7402,0.0431,-0.1232,-0.1603,-0.2372,0.1421,40.0,25.21,7.12,8.12,Industrials,DXPE,0.832013201320132
358.31,333.08,416.69,298.0,2350.0,2640.0,0.4025,0.0308,-0.061,0.1182,0.005,0.0051,27.67,364.35,0.02,-0.23,Communication Services,DJCO,1.0168569116128492
5.21,5.94,7.23,4.55,277940.0,406930.0,0.5806,0.006,0.0415,-0.0906,-0.2382,0.07490000000000001,27.67,5.05,2.37,3.69,Technology,DAKT,0.9692898272552782
1.7318,1.6053,3.85,1.2,4830000.0,5480000.0,0.048600000000000004,-0.02,0.12,0.19510000000000002,0.037000000000000005,0.5806,5.67,2.01,-12.67,-9.16,Healthcare,DARE,1.160642106478808
9.83,8.42,10.71,4.97,363060.0,420950.0,0.371,0.0369,-0.0040999999999999995,0.0708,0.517,0.7036,12.38,10.11,20.9,35.3,Industrials,DSKE,1.0284842319430314
10.07,10.02,10.2,9.81,13780.0,36720.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DKDCA,1.214498510427011
174.94,125.9,199.68,69.73,4240000.0,3340000.0,0.7787999999999999,0.0125,-0.0179,0.3009,0.7267,0.8167,211.42,179.9,-5.48,-9.36,Technology,DDOG,1.0283525780267522
3.663,3.6549,7.45,2.14,119060.0,158440.0,0.025099999999999997,-0.0955,-0.22699999999999998,0.1565,-0.3034,0.1264,27.67,3.13,-1.86,75.48,Consumer Defensive,DTEA,0.8544908544908545
20.33,22.09,28.7,15.16,487910.0,172580.0,0.26170000000000004,-0.054400000000000004,-0.0942,-0.3145,-0.28190000000000004,0.0353,35.0,16.99,-19.24,-114.28,Healthcare,DAWN,0.8357107722577471
10.03,9.9,10.43,9.6,860410.0,805600.0,0.8175,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DCRN,1.219341974077767
9.9,9.9,10.56,9.75,68480.0,130220.0,0.1131,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DCRD,1.2353535353535354
15.65,30.72,57.99,7.63,2490000.0,2130000.0,0.77,-0.095,0.213,-0.7223999999999999,-0.7448999999999999,-0.8315,12.2,10.29,-79.84,-70.43,Healthcare,DCPH,0.6575079872204472
9.85,9.85,10.05,9.7,14440.0,132180.0,0.5528,-0.001,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,9.86,0.02,-0.23,Financial Services,DMAQ,1.001015228426396
0.0017,0.0138,0.05,0.0001,4840.0,4980.0,0.0,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Consumer Cyclical,DEER,7194.117647058824
33.78,36.71,50.3,24.66,640320.0,522679.99999999994,0.8439,-0.0246,-0.09390000000000001,-0.35340000000000005,-0.1115,0.0353,44.11,27.64,-15.79,-0.23,Healthcare,DH,0.8182356423919479
9.71,9.66,12.56,7.34,1820000.0,825140.0,0.6576000000000001,0.0008,0.6098,0.4143,0.24480000000000002,0.3814,12.34,12.47,3.84,6.0,Consumer Cyclical,TACO,1.2842430484037075
9.54,10.66,25.18,7.0,61740.0,86150.0,0.3016,-0.07440000000000001,-0.22149999999999997,-0.25,-0.3981,-0.5509000000000001,23.8,7.67,-7.12,-6.43,Healthcare,DCTH,0.8039832285115305
56.24,51.48,59.49,35.57,3230000.0,5440000.0,0.8672,0.028900000000000002,-0.009000000000000001,0.0687,0.12990000000000002,0.5751,68.27,56.78,3843.0,831.0,Technology,DELL,1.009601706970128
3.5926,4.1675,6.95,1.61,138140.0,327650.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Healthcare,DRMA,3.4042197851138454
82.11,72.88,91.39,56.55,202550.0,117470.0,0.9206,0.044199999999999996,-0.008199999999999999,0.034,0.192,0.3881,87.75,82.97,0.02,-0.23,Technology,DSGX,1.010473754719279
17.61,19.81,43.0,12.52,404300.0,177950.0,0.6063000000000001,0.1573,0.113,0.4146,-0.005,0.0353,39.0,21.03,-11.32,-7.64,Healthcare,DSGN,1.194207836456559
6.97,4.56,8.99,0.25,1150000.0,660580.0,0.4619,0.022000000000000002,-0.24420000000000003,-0.1215,0.47350000000000003,21.28,11.0,5.75,13.66,24.45,Consumer Cyclical,DXLG,0.8249641319942611
4.2082,4.1731,5.6,2.92,4110.0,10140.0,0.031,-0.0256,-0.20629999999999998,-0.018000000000000002,-0.2029,0.31379999999999997,27.67,3.91,4.3,6.7,Technology,DSWL,0.9291383489377882
584.49,480.31,659.45,318.45,783390.0,675350.0,1.0009000000000001,-0.053899999999999997,-0.062400000000000004,-0.0187,0.2539,0.5001,639.75,541.16,70.9,62.9,Healthcare,DXCM,0.9258669951581721
0.405,0.594,1.85,0.3,1090000.0,1310000.0,0.1148,-0.1434,-0.2305,-0.3784,-0.5752,-0.5921,2.0,0.32,-12.2,-3.78,Healthcare,DFFN,0.7901234567901234
23.24,20.7,25.63,16.33,139120.0,123340.0,0.8795999999999999,0.0235,0.1103,0.1804,0.23670000000000002,0.3218,30.1,24.99,4.59,3.16,Technology,DGII,1.0753012048192772
45.65,35.14,53.74,22.11,91820.0,91700.0,0.5599000000000001,-0.0636,-0.0401,0.1924,0.20809999999999998,-0.13949999999999999,31.0,40.5,-2.87,-15.42,Technology,DMRC,0.887185104052574
1.1828,1.4886,3.98,0.97,1010000.0,1940000.0,0.0705,-0.036000000000000004,-0.0776,-0.0855,-0.4056,-0.5720000000000001,5.0,1.08,8.07,-5.38,Industrials,DGLY,0.9130875887724045
9.73,9.73,10.35,9.6,38010.0,39490.0,0.6796,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DTOC,1.2569373072970196
53.45,44.48,175.0,9.84,1930000.0,17090000.0,0.0,0.0006,0.18530000000000002,-0.058899999999999994,-0.1115,0.0353,27.67,50.65,0.02,-0.23,Financial Services,DWAC,0.9476145930776426
35.39,33.58,38.35,23.45,262610.0,144190.0,0.81,0.0338,0.0023,0.0637,0.0384,0.46009999999999995,43.75,34.95,40.43,40.98,Financial Services,DCOM,0.9875671093529246
104.31,88.03,113.98,68.01,244950.0,231190.0,0.9804,0.048600000000000004,0.0182,0.209,0.3821,0.6325999999999999,117.67,110.45,68.42,55.37,Technology,DIOD,1.0588630045058
24.79,30.97,78.14,21.66,5280000.0,6220000.0,1.2505,0.0144,-0.029300000000000003,-0.061,-0.222,-0.196,37.95,24.62,156.0,672.0,Communication Services,DISCA,0.9931423961274708
9.77,9.72,10.78,9.6,5580.0,16219.999999999998,0.5323,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DISA,1.2517911975435005
9.84,5.49,10.01,2.5,14690.0,30650.0,0.1675,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,DVCR,1.2428861788617886
3.1578,3.7806,5.58,2.35,1870000.0,1330000.0,0.8076000000000001,0.0415,-0.024700000000000003,-0.2069,-0.3397,-0.3235,4.16,2.91,-89.34,-34.22,Real Estate,DHC,0.921527645829375
5.6,4.09,6.98,2.26,42980.0,79410.0,0.4961,0.0018,-0.1463,0.16699999999999998,0.9317,1.1853,27.67,5.75,6.43,3.35,Consumer Cyclical,DXYN,1.0267857142857144
71.7,64.23,92.75,37.21,94570.0,86610.0,0.4067,-0.0068000000000000005,-0.0924,-0.0755,0.1333,0.1096,27.67,69.46,0.02,-0.23,Technology,DCBO,0.9687587168758716
223.21,245.23,314.76,131.51,4850000.0,4960000.0,0.7733,-0.011399999999999999,-0.3937,-0.4064,-0.4546,-0.3317,210.71,154.83,0.02,-0.23,Technology,DOCU,0.6936517181129878
4.88,2.77,7.89,1.3,1370000.0,1230000.0,0.0633,0.2347,0.6576000000000001,1.7587000000000002,2.7393,3.0462000000000002,27.67,7.73,0.67,0.84,Consumer Defensive,DOGZ,1.584016393442623
9.6,10.26,32.5,3.3,79120.0,158770.0,0.11380000000000001,0.1423,0.024399999999999998,-0.2022,-0.0118,1.84,30.0,9.15,0.14,1.35,Communication Services,DLPN,0.9531250000000001
71.79,74.35,98.35,44.54,431060.0,378760.0,0.7814,-0.046,-0.3406,-0.4181,-0.39649999999999996,-0.2484,103.75,51.32,-28.51,-22.24,Technology,DOMO,0.714862794261039
13.67,14.47,16.36,11.81,330.0,598.0,0.9194,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,DGICB,0.8946598390636431
1.4391,1.4461,3.88,1.0,72410.0,143720.0,0.006999999999999999,0.1364,-0.16670000000000001,-0.10710000000000001,-0.3056,-0.4493,27.67,1.25,-3.92,-1.23,Communication Services,LYL,0.8685984295740393
9.93,9.96,10.88,9.7,228570.0,145100.0,0.9037000000000001,-0.0070999999999999995,-0.023,-0.0091,-0.0258,0.0353,27.67,9.82,12.18,-3.96,Financial Services,DGNU,0.9889224572004028
9.88,9.8,11.2,9.6,130979.99999999999,104250.0,0.7106,0.0091,0.006,0.0225,0.028900000000000002,0.005,27.67,9.97,2.49,1.96,Financial Services,DSAC,1.0091093117408907
15.32,15.85,20.78,10.31,108840.0,137400.0,0.29410000000000003,0.0248,0.0663,0.07690000000000001,-0.2605,0.4571,24.0,15.32,2.81,8.99,Consumer Cyclical,DLTH,1.0
5.68,7.67,13.3,4.05,8650.0,12620.0,0.2623,0.0383,0.2027,-0.0089,-0.40590000000000004,0.4341,27.67,5.76,-2.45,-2.95,Technology,DUOT,1.0140845070422535
1.0824,1.4409,2.95,0.87,905950.0,700430.0,0.531,-0.0169,-0.0528,-0.2584,-0.4131,-0.54,6.0,0.98,-9.98,-9.15,Healthcare,DRRX,0.9053954175905395
4.0356,4.4244,8.78,3.15,247290.0,159560.0,0.20190000000000002,-0.045899999999999996,0.08900000000000001,-0.22820000000000001,0.1588,-0.2224,7.67,4.39,-1.72,-3.85,Healthcare,DYAI,1.087818416096739
9.99,9.92,10.54,9.58,585240.0,132960.0,0.9159999999999999,-0.0051,-0.008100000000000001,-0.003,-0.0091,0.0353,27.67,9.85,0.02,-0.23,Financial Services,DYNS,0.985985985985986
1.2668,1.2572,2.56,0.8,139230.0,174130.0,0.06860000000000001,-0.0489,-0.1618,-0.3225,-0.17579999999999998,0.17,2.45,1.02,0.48,2.93,Healthcare,DYNT,0.805178402273445
13.91,16.82,32.31,11.56,226130.0,192740.0,1.0404,-0.0363,-0.1661,-0.2801,-0.43200000000000005,-0.46270000000000006,34.75,12.36,-42.58,-29.95,Healthcare,DYN,0.888569374550683
2.2693,12.9069,80.928,1.36,1140000.0,1380000.0,0.0012,-0.1084,-0.3422,-0.43939999999999996,-0.9490000000000001,0.0353,27.67,1.49,0.02,-0.23,Industrials,EJH,0.6565901379279955
9.84,9.8,11.0,9.6,53660.0,116580.0,0.6849,0.0,-0.001,0.002,0.0072,-0.037200000000000004,27.67,9.83,5.14,-0.62,Financial Services,ETAC,0.9989837398373984
9.92,9.86,16.0,9.6,58680.0,120770.0,0.058499999999999996,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,ENNV,1.2328629032258065
9.94,9.79,10.24,9.53,63400.0,109950.0,0.8329000000000001,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,EJFA,1.2303822937625755
7.38,7.71,10.87,4.53,619080.0,333300.0,0.7928000000000001,0.08810000000000001,-0.0504,-0.0453,-0.2234,0.2606,13.75,7.03,0.02,-0.23,Technology,EMKR,0.9525745257452575
1.9942,2.6441,9.4,1.28,563170.0,1770000.0,0.3182,-0.1325,-0.3247,-0.5774,-0.5677,-0.5690999999999999,5.4,1.36,0.02,-0.23,Industrials,ENG,0.6819777354327551
9.43,9.84,11.1,5.55,552870.0,406490.0,0.2531,-0.0764,-0.405,-0.40380000000000005,-0.4264,0.0353,27.67,6.28,0.02,-0.23,Healthcare,EQRX,0.6659597030752916
10.12,10.12,10.38,10.04,1210.0,274220.0,0.5528,0.0,-0.0059,-0.058899999999999994,-0.1115,0.0353,27.67,10.15,0.02,-0.23,Financial Services,ESACU,1.0029644268774704
11.72,19.32,36.0,7.42,111920.0,244260.0,0.8228,-0.009000000000000001,0.0146,0.5604,-0.539,0.12279999999999999,37.2,14.58,-8.56,-8.75,Healthcare,EPIX,1.2440273037542662
11.71,11.32,24.34,7.17,4860000.0,8440000.0,0.2584,-0.0913,-0.2772,0.11560000000000001,-0.3768,-0.1301,18.38,10.28,6.13,-25.8,Consumer Cyclical,EVGO,0.8778821520068316
87.0,105.92,159.54,71.81,1690000.0,1620000.0,0.9114,-0.1201,-0.1625,-0.2089,-0.4168,-0.4512,132.53,77.5,-166.94,-176.91,Healthcare,EXAS,0.8908045977011494
7.52,6.69,8.8,4.47,457720.0,419110.0,0.9349,0.0209,-0.0108,-0.0455,0.21719999999999998,0.542,9.83,7.3,1.55,-2.57,Financial Services,EZPW,0.9707446808510639
57.73,56.26,61.58,40.17,275980.0,124760.0,0.7666,0.0406,0.026000000000000002,0.0128,0.0414,0.452,60.88,58.46,32.03,32.02,Financial Services,EGBN,1.0126450718863675
22.52,22.92,26.13,20.0,9560.0,7150.0,0.5372,0.0288,0.049,0.0362,-0.0043,0.0889,28.5,22.8,0.02,-0.23,Financial Services,EBMT,1.0124333925399644
18.36,18.39,18.75,16.5,150.0,51.0,0.0038,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,EFBI,0.6661220043572985
9.87,9.82,10.73,9.63,81720.0,75280.0,0.7811,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,ERES,1.2391084093211755
80.44,75.77,87.77,50.49,792880.0,681550.0,0.9179,0.044800000000000006,0.0168,0.008100000000000001,0.1134,0.5922999999999999,100.45,79.82,143.14,143.04,Financial Services,EWBC,0.9922923918448533
24.9,27.49,33.96,22.23,7570.0,8950.0,0.6673,-0.0179,-0.0068000000000000005,-0.0084,-0.184,0.0008,27.67,24.93,0.02,-0.23,Industrials,EML,1.0012048192771086
2.2481,2.585,4.83,1.25,55970.0,111710.0,0.1618,0.065,-0.0333,-0.275,-0.33159999999999995,0.41729999999999995,27.67,1.93,-1.91,-1.77,Consumer Defensive,EAST,0.8585027356434322
1.6894,2.9658,13.7,0.931,3080000.0,3500000.0,0.1293,-0.12029999999999999,-0.379,-0.4892,-0.6915,-0.8169,27.67,0.94,0.02,-0.23,Technology,EBON,0.5564105599621167
48.03,35.9,48.36,25.99,341190.0,714410.0,0.9426000000000001,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,ECHO,0.25463252134082864
18.15,21.4,40.49,13.19,665180.0,234660.0,1.0353,-0.0292,-0.1821,-0.12,-0.2986,0.0353,31.67,15.49,-12.95,-10.35,Healthcare,EWTX,0.853443526170799
33.87,42.29,99.95,26.69,1690000.0,1350000.0,0.7456999999999999,-0.0919,-0.13369999999999999,-0.3628,-0.5219,-0.6383,52.07,28.15,-39.08,-55.26,Healthcare,EDIT,0.8311189843519339
9.99,9.95,21.06,9.72,50720.0,18610.0,0.7376,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,EDTX,1.2242242242242243
6.47,7.67,13.49,5.01,428470.0,215190.0,0.6896,-0.0554,-0.1702,-0.23920000000000002,-0.39909999999999995,-0.5039,25.25,5.3,-22.22,-19.17,Healthcare,EIGR,0.8191653786707882
3.5357,4.7788,14.98,2.62,137820.0,113230.0,0.16949999999999998,-0.12539999999999998,-0.1905,-0.3674,-0.5055,-0.5444,11.0,2.71,-1.96,-1.27,Healthcare,EKSO,0.7664677433040133
3.1576,3.6904,9.74,2.21,3390000.0,3400000.0,0.1407,-0.1116,-0.2591,-0.3771,-0.4778,-0.6611,10.5,2.44,-11.45,-0.18,Consumer Cyclical,SOLO,0.7727387889536357
133.63,138.56,150.3,120.08,1980000.0,2690000.0,0.9425,0.0073,0.0661,-0.0348,-0.07429999999999999,-0.0537,172.27,134.98,294.0,204.0,Communication Services,EA,1.0101025218887973
6.72,9.01,16.22,4.15,149790.0,50420.0,0.5528,0.2284,-0.1744,-0.297,-0.5917,0.0353,22.67,5.84,-12.27,-5.06,Healthcare,ELEV,0.8690476190476191
3.7434,4.9149,35.2,2.91,15200.0,289010.0,0.0059,0.0158,-0.153,-0.5069,-0.3779,0.0353,10.0,3.28,-0.29,-0.23,Consumer Defensive,EEIQ,0.8762087941443607
22.82,16.59,23.22,11.41,6270.0,16219.999999999998,0.09480000000000001,-0.0002,-0.0011,0.7016,0.5173,0.8802,27.67,22.87,0.02,-0.23,Financial Services,ESBK,1.0021910604732691
3.9864,4.4854,8.28,2.92,361560.0,361740.0,0.0138,-0.1176,-0.1892,-0.38780000000000003,-0.2611,-0.46520000000000006,7.91,3.09,0.02,-0.23,Consumer Cyclical,ELYS,0.7751354605659241
10.05,10.05,10.55,9.95,25970.0,874680.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,HORIU,1.216915422885572
21.81,21.59,24.0,18.76,385310.0,209820.0,0.1035,0.0398,-0.0263,-0.020099999999999996,-0.1115,0.0353,27.67,20.5,137.21,91.18,Financial Services,ACT,0.9399358092618065
5.1158,4.88,10.89,1.94,7560000.0,6980000.0,0.8267,0.0,-0.3236,0.1721,-0.156,-0.396,6.4,4.08,-77.21,-15.5,Healthcare,ENDP,0.7975292231908988
9.77,9.77,10.71,9.68,11540.0,32700.000000000004,0.16149999999999998,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,EDNC,1.2517911975435005
1.6666,2.4765,7.69,1.175,1110000.0,3050000.0,0.1458,-0.09699999999999999,-0.2293,-0.4155,-0.5784,-0.37310000000000004,4.5,1.28,-12.46,-11.02,Technology,WATT,0.7680307212288491
7.54,9.39,29.4,5.66,114390.0,83840.0,0.1358,-0.0674,-0.19640000000000002,-0.40590000000000004,-0.3472,-0.37729999999999997,33.0,6.17,-3.42,-3.11,Healthcare,ENLV,0.8183023872679045
