Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Sector,Symbol,Current_Stock_Price/Avg_50
2.7486,6.2224,20.39,2.03,3130000.0,3320000.0,0.6213000000000001,-0.1319,-0.2273,-0.4302,-0.777,-0.8623999999999999,5.13,2.2,0.02,-0.23,Financial Services,MILE,0.8004074801717238
7.17,9.72,15.99,5.3,904200.0,619510.0,0.5054,-0.0971,-0.16670000000000001,-0.04650000000000001,-0.5244,-0.3588,14.5,6.11,-2.34,-1.78,Healthcare,MDXG,0.8521617852161786
6.22,7.15,10.69,4.31,10180000.0,1680000.0,0.2114,0.6768000000000001,0.5543,0.1857,0.0453,0.1977,20.0,7.85,-2.56,-2.51,Healthcare,MBOT,1.2620578778135048
0.2216,0.2544,0.6,0.03,389990.0,440730.0,0.0007000000000000001,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Healthcare,MITI,55.18953068592058
79.65,79.51,96.96,65.67,25240000.0,19030000.0,0.8406999999999999,0.0605,0.1164,0.34240000000000004,0.1317,0.3697,106.81,94.97,2306.0,2720.0,Technology,MU,1.1923414940364092
330.65,286.43,349.67,211.94,26630000.0,26100000.0,0.7187,0.044800000000000006,0.0158,0.204,0.2623,0.5255,367.58,341.8,20505.0,16458.0,Technology,MSFT,1.0337214577347649
8.02,10.27,25.2,5.51,1560000.0,1460000.0,0.0946,-0.1426,-0.354,-0.35700000000000004,-0.5943,-0.6708,7.0,5.76,-117.99,-2.05,Industrials,MVST,0.7182044887780549
7.58,12.95,28.0,4.86,4179999.9999999995,4900000.0,0.25129999999999997,-0.1176,-0.2827,-0.5414,-0.6955,-0.193,27.67,5.36,0.02,-0.23,Technology,MVIS,0.7071240105540898
29.98,27.77,33.89,20.74,74630.0,48900.0,0.4243,0.0173,-0.0040999999999999995,0.1435,0.15560000000000002,0.3701,34.75,31.69,11.43,10.34,Financial Services,MPB,1.0570380253502336
32.3,30.64,34.65,23.88,36410.0,27660.0,0.6459,0.0313,0.0378,0.08070000000000001,0.1456,0.3603,37.2,32.96,0.02,-0.23,Financial Services,MOFG,1.0204334365325078
25.56,23.81,27.77,18.64,12730.0,13920.0,0.317,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,MBCN,0.4784820031298905
6.01,5.8,9.03,5.09,44210.0,36630.0,0.7434000000000001,-0.0582,0.2,0.1979,0.2218,0.0015,13.6,7.0,-14.22,0.77,Healthcare,MIST,1.1647254575707155
32.6,37.88,46.18,26.18,123700.0,56790.0,0.19140000000000001,0.0535,-0.0867,-0.18960000000000002,-0.2782,-0.2656,44.2,28.44,5.0,-100.0,Communication Services,TIGO,0.8723926380368098
2.1201,2.768,5.77,1.458,3530000.0,3780000.0,0.0077,-0.1084,-0.2487,-0.37020000000000003,-0.5710000000000001,-0.5163,27.67,1.51,0.02,-0.23,Healthcare,MNMD,0.7122305551624923
1.1324,1.9806,3.75,0.805,461100.0,581690.0,0.5866,-0.0765,-0.152,-0.5209,-0.6345000000000001,-0.6248,7.0,0.84,-9.21,-10.59,Healthcare,NERV,0.7417873542917696
2.3726,3.7091,58.0,1.52,2190000.0,501340.0,0.0012,0.1585,-0.057800000000000004,-0.2933,-0.5537,-0.7996,27.67,2.04,0.68,0.11,Industrials,YGMZ,0.8598162353536206
9.96,9.96,10.04,9.91,6200.0,75990.0,0.0664,0.0005,-0.0034999999999999996,-0.058899999999999994,-0.1115,0.0353,27.67,9.98,0.02,-0.23,Financial Services,MEOA,1.002008032128514
15.15,16.72,22.14,12.82,129080.00000000001,168440.0,0.7865000000000001,0.0025,0.2054,-0.1575,-0.0902,-0.195,54.71,16.16,-47.11,-43.89,Healthcare,MIRM,1.0666666666666667
17.73,18.14,23.29,13.52,431490.0,406440.0,0.6936,0.026000000000000002,0.0105,-0.0409,-0.0992,0.0087,25.75,17.53,1.81,2.98,Technology,MITK,0.9887196841511563
457.37,451.08,502.81,357.73,4390.0,2970.0,0.0006,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Energy,MITSY,0.026739838642674423
5.1707,5.0826,10.75,2.31,200260.0,451470.0,0.1702,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Technology,MOSY,2.3652503529502775
7.04,6.56,7.4,2.94,226075.0,1590000.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,MOBL,1.7372159090909092
287.25,272.78,497.49,103.26,10580000.0,12840000.0,0.5787,-0.0756,-0.3273,-0.3458,0.054900000000000004,1.167,299.53,245.54,3333.0,2780.0,Healthcare,MRNA,0.8547954743255004
4.8714,6.3156,12.29,3.04,1530000.0,1290000.0,0.14300000000000002,-0.014199999999999999,-0.28600000000000003,-0.2078,-0.5579999999999999,-0.1103,27.67,3.54,0.02,-0.23,Technology,MOGO,0.7266904791230446
4.6656,7.1645,15.19,3.3,408950.0,261750.0,0.8201,-0.0817,-0.184,-0.4963,-0.5690999999999999,-0.64,11.57,4.13,-30.39,-15.6,Healthcare,MTEM,0.8852023319615911
8.097,10.5519,29.18,4.11,537160.0,452850.0,0.5528,-0.1255,-0.4146,-0.6169,-0.7008,-0.7742,27.67,4.17,-5.61,-2.88,Industrials,MNTS,0.5150055576139311
70.11,67.52,76.0,50.01,72040.0,48780.0,0.6679999999999999,0.0338,0.0861,0.07490000000000001,0.11,0.2893,83.75,74.54,22.31,18.15,Consumer Cyclical,MCRI,1.0631864213378976
62.06,61.62,66.54,52.91,7160000.0,6540000.0,0.7844,0.0319,0.09449999999999999,0.124,0.0629,0.1355,70.52,65.86,0.02,-0.23,Consumer Defensive,MDLZ,1.0612310667096359
6.61,8.18,12.36,5.06,2910000.0,2900000.0,0.713,-0.0623,0.25329999999999997,-0.067,-0.254,0.4189,9.56,7.62,0.02,-0.23,Financial Services,MGI,1.1527987897125567
4.4156,5.2106,17.01,3.02,29560.0,27510.0,0.0148,-0.1396,-0.25489999999999996,-0.29960000000000003,-0.4244,-0.47600000000000003,28.4,3.38,-2.46,-2.08,Healthcare,MNPR,0.7654678865839296
59.61,61.49,72.67,52.26,269320.0,191120.0,1.1401000000000001,0.0227,0.028900000000000002,-0.0043,-0.0625,0.14279999999999998,63.0,59.71,20.98,15.68,Consumer Cyclical,MNRO,1.0016775708773695
88.86,92.23,99.89,80.92,2150000.0,2340000.0,0.6566,0.0323,0.10289999999999999,0.0723,0.048600000000000004,0.052199999999999996,104.66,95.99,337.2,403.76,Consumer Defensive,MNST,1.0802385775376997
21.1,24.7,45.56,15.67,174710.0,137700.0,0.5528,0.0355,0.015600000000000001,-0.1369,-0.1388,0.0353,34.0,20.85,-19.84,-18.41,Healthcare,GLUE,0.9881516587677726
10.02,10.0,10.5,9.72,880.0,6010.0,0.2569,-0.001,-0.002,-0.0079,0.002,0.0353,27.67,9.99,2.93,-4.87,Financial Services,MONCU,0.9970059880239521
318.17,268.81,350.21,213.55,132470.0,89190.0,0.5413,0.0218,0.0788,0.30469999999999997,0.3381,0.5284,27.67,342.4,49.0,32.9,Financial Services,MORN,1.0761542571581229
18.57,20.94,26.42,15.84,180680.0,86440.0,0.9887999999999999,0.0216,0.0246,-0.1479,-0.2398,-0.1082,28.0,17.2,3.68,0.86,Consumer Cyclical,MPAA,0.9262250942380182
10.0,9.95,12.99,8.5,939510.0,101270.0,0.2787,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,MCAD,1.223
9.84,9.81,10.0,9.6,2980.0,30110.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,MCAF,1.2428861788617886
9.73,9.73,9.82,9.71,11080.0,79480.0,0.5528,0.0031,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,9.74,0.02,-0.23,Financial Services,MCAG,1.0010277492291881
10.2,10.2,10.3,10.1,40170.0,412340.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,MCAAU,1.1990196078431374
5.0426,9.3717,31.38,1.3,439680.0,226440.0,0.1883,-0.1309,-0.2108,-0.5131,-0.8421,1.3784,27.67,3.73,0.05,-1.68,Communication Services,MOXC,0.7396977749573632
9.95,11.09,18.78,9.69,112240.0,112230.0,0.687,0.002,0.0,0.0,-0.2022,0.0353,27.67,9.94,112.28,-115.9,Financial Services,MUDS,0.9989949748743718
1.0992,1.3164,3.7,0.67,1510000.0,2870000.0,0.0525,-0.1264,-0.3444,-0.3381,-0.5083,-0.6396000000000001,27.67,0.7,-1.12,-3.71,Consumer Cyclical,GRIL,0.6368267831149927
7.61,6.18,10.48,3.3,103130.0,167100.0,0.1726,-0.1462,-0.2767,-0.2396,-0.1286,0.4077,27.67,5.64,-5.47,-18.09,Healthcare,MYMD,0.7411300919842312
37.4,37.17,42.79,31.02,190740.0,116940.0,0.5603,0.0302,0.058499999999999996,0.061399999999999996,0.0709,0.21899999999999997,42.0,38.46,43.63,43.79,Financial Services,NBTB,1.0283422459893048
29.11,34.88,46.38,26.07,393530.0,357590.0,1.0422,0.0365,0.1524,-0.07490000000000001,-0.20670000000000002,-0.2522,30.2,29.79,0.02,-0.23,Technology,NTGR,1.0233596702164205
18.94,22.0,32.12,14.9,490420.0,306650.0,0.6965,-0.0681,-0.008,-0.14800000000000002,-0.1182,-0.44689999999999996,35.5,17.79,-28.86,-36.69,Healthcare,NGM,0.9392819429778246
1.8081,2.7447,7.35,1.1,505860.0,859980.0,0.0059,-0.1374,-0.3543,-0.5516,-0.6401,0.0353,10.0,1.14,0.02,-0.23,Healthcare,NLSP,0.630496100879376
4.9012,6.221,9.62,3.84,212470.0,168050.0,0.8725,-0.0098,-0.1121,-0.2216,-0.45030000000000003,-0.3546,9.5,4.11,-3.38,-5.39,Industrials,NNBR,0.8385701460866727
290.06,209.15,346.47,115.67,50110000.0,42360000.0,0.6646,0.0318,-0.1011,0.4623,0.4999,1.3178999999999998,342.16,303.15,0.02,-0.23,Technology,NVDA,1.0451285940839825
3.2002,6.8939,34.4,2.35,9470000.0,4420000.0,0.1858,0.2644,0.1186,-0.132,-0.6292,-0.7481,27.67,3.24,-0.64,-0.56,Industrials,NXTD,1.012436722704831
8.88,9.29,51.0,2.87,6230000.0,4150000.0000000005,0.0022,-0.20579999999999998,-0.40020000000000006,-0.4658,-0.40659999999999996,0.9405,27.67,5.85,-49.89,-18.45,unknown,NAKD,0.6587837837837837
43.58,55.57,86.42,35.24,527940.0,569240.0,1.0842,-0.0158,-0.0083,-0.1204,-0.3741,-0.37670000000000003,71.8,42.37,-31.26,-27.02,Healthcare,NSTG,0.9722349701698026
1.3619,2.099,5.45,0.921,162550.0,105750.0,0.2075,0.009399999999999999,-0.14400000000000002,-0.3515,-0.5388000000000001,-0.6515000000000001,3.25,1.02,-10.84,-15.3,Healthcare,NH,0.7489536676701666
54.63,49.84,98.21,38.73,278890.0,264260.0,0.2699,-0.0161,-0.107,-0.0762,0.0274,0.126,41.67,45.03,39.28,53.82,Consumer Defensive,FIZZ,0.8242723778143877
42.95,42.17,47.4,38.1,539880.0,726820.0,0.9064,0.042300000000000004,0.0263,0.1201,0.043,0.0239,50.6,44.2,27.18,17.31,Technology,NATI,1.0291036088474972
10.18,10.69,13.25,8.91,1160.0,324.0,0.0254,-0.0475,-0.04650000000000001,-0.1503,-0.2218,-0.20559999999999998,27.67,9.05,-0.64,-1.04,Financial Services,NSEC,0.8889980353634579
52.73,52.19,65.92,41.58,468870.0,731800.0,1.1661,0.0374,0.0271,-0.16820000000000002,-0.056900000000000006,0.053099999999999994,61.55,48.79,40.99,37.6,Consumer Cyclical,EYE,0.9252797269106771
7.16,7.1,8.75,4.91,14780.0,26340.0,0.1319,0.0182,-0.0317,-0.053399999999999996,-0.037200000000000004,0.3406,27.67,6.71,0.02,-0.23,Consumer Cyclical,NHTC,0.9371508379888268
17.39,17.91,21.5,13.85,82840.0,77570.0,0.8066,0.030899999999999997,0.0836,0.2572,0.0748,0.34840000000000004,24.0,18.81,4.86,6.54,Consumer Defensive,NATR,1.0816561242093157
24.69,25.77,29.7,19.93,197420.0,120280.0,0.9882,-0.012199999999999999,0.0462,-0.0362,-0.0666,0.25,27.67,24.43,5.57,3.46,Healthcare,NTUS,0.9894694208181449
5.26,8.35,25.89,4.41,661180.0,446320.0,0.47259999999999996,0.056900000000000006,0.2188,-0.0958,-0.4485,-0.4885,11.5,5.6,-14.5,-10.71,Healthcare,NAUT,1.064638783269962
20.35,19.29,23.8,9.87,2080000.0,1840000.0,0.8848,0.004699999999999999,0.0737,0.10550000000000001,0.10039999999999999,1.1771,21.5,21.25,173.0,185.0,Financial Services,NAVI,1.0442260442260443
5.3002,7.426,17.4,3.71,42860.0,32800.0,0.0455,-0.07980000000000001,-0.0741,-0.2188,-0.5652,0.1628,13.25,4.5,-3.49,-3.34,Healthcare,NMRD,0.8490245651107505
38.38,43.6,61.57,29.66,1140000.0,983840.0,0.9590000000000001,-0.0603,-0.07339999999999999,-0.3299,-0.2758,-0.37799999999999995,50.18,33.98,-20.35,75.87,Healthcare,NEO,0.8853569567483063
42.9,44.06,48.85,38.62,645580.0,344620.0,0.9548000000000001,0.0412,0.1225,0.0464,-0.0011,0.147,55.0,46.38,10.83,17.08,Healthcare,NEOG,1.0811188811188812
9.56,7.63,12.42,4.56,41200.0,111470.0,0.07200000000000001,-0.0512,-0.1094,-0.1705,0.4117,0.2809,16.0,8.96,0.02,-0.23,Technology,NEON,0.9372384937238494
0.6876,0.8218,2.6,0.45,488410.0,433700.0,0.1231,-0.13419999999999999,-0.379,-0.37060000000000004,-0.5101,-0.5438000000000001,27.67,0.47,0.02,-0.23,Healthcare,NVCN,0.6835369400814427
7.18,8.08,11.67,5.88,23820.0,9320.0,0.5222,-0.08130000000000001,-0.1718,-0.30079999999999996,-0.3736,-0.2723,13.42,5.93,-1.22,-1.19,Healthcare,NEPH,0.8259052924791086
19.77,19.77,34.44,13.88,428720.0,914470.0,0.247,-0.0087,-0.2818,-0.058899999999999994,-0.1115,0.0353,31.33,15.18,0.02,-0.23,Financial Services,NRDS,0.7678300455235205
5.2,4.94,6.97,3.84,421220.0,228710.0,0.48090000000000005,-0.0055000000000000005,0.1255,0.162,0.1423,0.1208,7.0,5.43,-12.99,1.64,Technology,UEPS,1.044230769230769
89.83,83.45,94.69,58.83,1380000.0,1540000.0,0.9447,0.0365,0.0181,0.0316,0.1388,0.4324,99.85,92.49,0.02,-0.23,Technology,NTAP,1.0296114883669152
10.76,11.57,19.4,9.71,226075.0,241960.0,0.5528,0.0412,0.044000000000000004,0.0703,0.0678,0.2434,27.67,31.72,0.02,-0.23,unknown,NETL,2.9479553903345725
30.95,28.77,34.87,24.82,474950.0,738420.0,0.9765999999999999,0.0322,0.125,0.2483,0.1892,0.2396,34.88,33.76,0.02,-0.23,Technology,NTCT,1.0907915993537964
22.96,23.14,26.92,16.63,273060.0,247100.0,0.9823000000000001,0.0556,0.032,-0.059500000000000004,-0.0204,0.1705,27.2,22.77,0.02,-0.23,Real Estate,NTST,0.9917247386759581
3.2572,4.3286,12.89,2.52,146580.0,156140.0,0.3274,-0.08710000000000001,-0.1576,-0.2762,-0.45299999999999996,-0.6214,16.25,2.68,-7.16,-8.66,Healthcare,NBSE,0.8227925825862704
1.6534,2.9729,7.609,1.2,169400.0,563710.0,0.3077,-0.2065,-0.259,-0.6667000000000001,-0.6306,-0.7784,16.0,1.28,-3.46,-3.92,Healthcare,NRBO,0.7741623321640256
2.4877,5.0233,13.5,1.88,70990.0,124500.0,0.1882,-0.1593,-0.11630000000000001,-0.519,-0.7134,-0.6017,5.88,1.95,-2.64,-2.95,Healthcare,NMTC,0.7838565743457813
12.32,18.82,27.38,8.29,37280.0,53220.0,0.2147,-0.08460000000000001,-0.1431,-0.45740000000000003,-0.6225,0.0353,22.2,9.28,0.02,-0.23,Healthcare,NPCE,0.7532467532467532
13.72,13.32,14.11,11.15,409300.0,256220.00000000003,0.3283,0.0316,0.0088,0.0232,0.04019999999999999,0.20920000000000002,13.88,13.69,21.85,75.81,Financial Services,NMFC,0.9978134110787171
10.76,11.57,19.4,9.71,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,NPAB,1.1366171003717473
9.76,9.72,10.31,9.61,45210.0,52860.0,0.5128,0.001,-0.002,-0.001,0.0072,0.0353,27.67,9.73,3.53,3.39,Financial Services,NVSA,0.9969262295081968
1.3062,1.8933,4.55,1.0,969920.0,1370000.0,0.2457,-0.0696,-0.10830000000000001,-0.22460000000000002,-0.5202,-0.6095,4.38,1.07,-2.7,17.37,Consumer Defensive,NBEV,0.8191701117746134
9.99,9.99,10.1,9.64,3420.0,87110.0,0.5528,-0.005,-0.002,-0.058899999999999994,-0.1115,0.0353,27.67,9.98,0.02,-0.23,Financial Services,NHICU,0.998998998998999
3.5155,3.4936,5.53,3.0,226075.0,352690.0,0.011200000000000002,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,NEWA,3.478879249039966
10.76,11.57,0.5301,0.5001,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,NBSTW,1.1366171003717473
9.94,9.94,10.0,9.88,5510.0,4640.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,NCAC,1.2303822937625755
14.36,14.93,79.07,4.1,570080.0,1380000.0,0.0031,-0.12369999999999999,-0.5135000000000001,-0.2742,-0.48090000000000005,1.3395,27.67,10.6,8.45,-0.23,Consumer Cyclical,NEGG,0.7381615598885793
1.641,3.5425,12.38,1.07,231730.0,359990.0,0.2622,-0.1308,-0.3025,-0.467,-0.731,-0.8353,8.67,1.13,-5.27,-4.73,Healthcare,NUWE,0.68860450944546
16.14,13.39,18.48,6.56,1360000.0,1130000.0,0.647,0.11289999999999999,0.1076,0.2615,0.5262,1.5041,19.2,18.64,128.55,439.74,Real Estate,NMRK,1.1548946716232962
3.285,4.0392,7.3,2.38,246090.0,156940.0,0.1464,-0.0034000000000000002,-0.0296,-0.032799999999999996,-0.3918,-0.4962,27.67,2.92,0.02,-0.23,Basic Materials,NEWP,0.8888888888888888
22.63,24.4,27.97,17.75,2690000.0,3160000.0,1.0145,0.0401,0.0344,-0.0521,-0.1242,0.2525,31.91,22.69,0.02,-0.23,Communication Services,NWSA,1.002651347768449
25.29,25.43,26.88,25.01,1270.0,2890.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,NEWTL,0.48359035191775407
8.81,14.1782,28.0,4.02,89790.0,49620.0,0.4694,-0.1796,-0.4717,-0.7526,-0.7482,0.0353,30.33,4.24,0.02,-0.23,Healthcare,NEXI,0.48127128263337116
155.95,150.23,171.16,106.67,386480.0,324710.0,1.0001,0.0005,-0.049400000000000006,-0.0426,0.0009,0.3789,187.67,150.94,169.56,200.1,Communication Services,NXST,0.9678743186918884
3.399,3.0528,6.13,1.65,363510.0,426370.0,0.818,0.0034000000000000002,-0.1152,0.0466,-0.293,0.40380000000000005,4.64,3.03,1.22,-11.58,Energy,NEXT,0.8914386584289496
10.02,9.96,10.8,8.98,857280.0,624190.0,0.4217,-0.0731,-0.1002,-0.0642,-0.1011,0.0353,16.0,9.25,0.02,-0.23,Financial Services,NGCA,0.9231536926147705
8.83,9.72,15.32,6.11,271550.0,304420.0,0.7761,0.1081,0.0721,-0.1177,-0.1124,-0.12119999999999999,16.0,9.25,-32.42,-113.92,Communication Services,NN,1.0475651189127972
8.18,9.21,13.25,6.4,18890.0,55880.0,0.6463,0.0705,0.0623,0.2632,-0.1574,-0.1741,11.57,8.32,0.02,-0.23,Communication Services,GDEV,1.017114914425428
75.87,76.09,88.67,66.26,124030.0,63170.0,0.41659999999999997,0.0646,0.21109999999999998,0.1444,0.22329999999999997,0.2799,87.6,85.86,10.78,10.33,Financial Services,NCBS,1.1316725978647686
11.25,12.37,30.4,8.86,20940000.0,12470000.0,0.2078,0.048799999999999996,-0.0342,-0.0688,-0.45289999999999997,-0.3875,17.44,10.24,-267.57,-143.23,Consumer Cyclical,NKLA,0.9102222222222223
1.5184,2.0938,4.035,0.794,322770.0,255840.0,0.6243,-0.1487,-0.3835,-0.5245000000000001,-0.696,-0.6939,2.75,1.0,-16.05,-24.53,Energy,NINE,0.6585879873551107
32.85,33.16,53.0,24.0,20.0,235.0,0.16260000000000002,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Consumer Cyclical,NOBH,0.37229832572298327
9.74,9.71,10.0,9.6,20620.0,19160.0,0.6729999999999999,-0.001,-0.0040999999999999995,0.0062,-0.0040999999999999995,0.0353,27.67,9.72,1.78,4.31,Financial Services,NRAC,0.997946611909651
11.13,11.72,13.55,7.42,346610.0,276650.0,0.873,0.0151,-0.096,-0.2104,-0.2452,0.2,15.33,9.58,4.7,5.68,Consumer Cyclical,NDLS,0.8607367475292003
9.76,9.75,9.99,9.5,79100.0,64790.00000000001,0.6758,-0.0040999999999999995,0.0031,0.009300000000000001,0.0103,0.0353,27.67,9.85,6.58,-11.8,Financial Services,NAAC,1.0092213114754098
11.0,11.3,12.69,10.02,91060.0,67750.0,0.13,0.014499999999999999,0.042800000000000005,0.0331,-0.054299999999999994,0.17010000000000003,12.5,11.22,0.02,-0.23,Financial Services,NECB,1.02
56.49,61.53,70.8,53.16,507790.0,515000.0,0.9420999999999999,0.0475,0.016399999999999998,-0.028300000000000002,-0.0518,0.004,63.57,57.31,35.2,37.24,Utilities,NWE,1.014515843512126
10.04,10.01,11.13,9.76,14570.0,14430.0,0.0741,0.003,-0.0069,-0.058899999999999994,-0.1115,0.0353,27.67,10.05,0.02,-0.23,Financial Services,NLIT,1.0009960159362552
17.25,16.69,18.41,11.98,364300.0,173180.0,0.5794,0.009899999999999999,-0.0349,-0.0604,-0.0049,0.33990000000000004,18.75,16.29,48.49,49.31,Financial Services,NFBK,0.9443478260869564
44.22,43.0,48.19,31.73,27400.0,14990.0,0.7221,0.022400000000000003,0.0381,0.0171,0.0271,0.3104,49.0,44.15,6.27,6.28,Financial Services,NRIM,0.9984170058796924
13.94,13.77,15.48,12.37,904890.0,591060.0,0.6203,0.0313,0.06309999999999999,0.0567,0.0381,0.1319,13.7,14.12,0.02,-0.23,Financial Services,NWBI,1.0129124820659972
28.1,28.78,38.08,23.11,63840.0,57370.0,0.863,0.0796,0.0575,0.2826,0.1133,0.1491,40.0,31.5,0.02,-0.23,Industrials,NWPX,1.1209964412811386
23.3,26.6,34.49,17.78,21950000.0,19700000.0,0.4991,-0.0275,0.0673,-0.2107,-0.2662,-0.1501,30.85,22.02,-845.88,-717.79,Consumer Cyclical,NCLH,0.9450643776824034
2.0968,2.6193,7.49,1.77,35180.0,113100.0,0.0857,0.0027,-0.0581,-0.1711,-0.4061,-0.29760000000000003,27.67,1.9,0.02,-0.23,Consumer Cyclical,NVFY,0.9061426936283861
10.35,10.27,11.57,9.85,150.0,1400.0,0.28350000000000003,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,NOVVU,1.1816425120772949
169.03,147.79,184.44,116.55,143710.0,125920.0,0.9753000000000001,0.0496,0.0781,0.1278,0.3014,0.4894,169.33,176.58,13.6,11.66,Technology,NOVT,1.0446666272259364
1.528,2.1178,14.98,1.2,37470.0,70720.0,0.022799999999999997,0.028999999999999998,0.09230000000000001,-0.22829999999999998,-0.4343,-0.6359,27.67,1.45,-1.94,-0.41,Healthcare,NVOS,0.9489528795811518
55.14,53.67,55.55,39.9,5810000.0,4179999.9999999995,1.0709,0.0022,-0.0002,0.0058,0.016200000000000003,0.2671,57.0,55.35,-11.72,-26.27,Technology,NUAN,1.0038084874863982
30.59,30.3,51.46,21.53,297810.0,320240.0,0.8561,0.0331,0.0481,0.0268,0.141,-0.19219999999999998,51.0,31.14,-28.84,-26.38,Healthcare,NRIX,1.017979731938542
53.47,61.76,72.61,45.45,630150.0,819620.0,1.0591,0.0454,0.0711,-0.1523,-0.2223,-0.0385,64.53,53.39,-21.64,1.8,Healthcare,NUVA,0.9985038339255657
29.96,29.06,31.0,25.3,98870.0,97780.0,0.2206,0.046,0.0116,0.0713,0.0378,0.17809999999999998,27.67,30.39,0.02,-0.23,Financial Services,QQQX,1.0143524699599467
1.51,1.7836,3.5,0.95,105940.0,80190.0,0.025099999999999997,-0.1075,-0.3531,-0.5204,-0.3899,-0.619,27.67,0.98,0.02,-0.23,Healthcare,NYMX,0.6490066225165563
47.91,39.27,52.0,25.27,59330.0,61800.0,0.737,0.0461,0.0916,0.1522,0.386,0.9277,54.4,49.74,7.75,5.03,Industrials,NSSC,1.0381966186599876
10.76,11.57,15.0,15.0,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,ZWZZT,1.1366171003717473
32.56,28.55,47.97,21.64,5110.0,4800.0,0.7706000000000001,-0.023,-0.053099999999999994,0.1023,0.09949999999999999,0.4939,45.55,31.21,2.8,-5.79,Energy,NCSM,0.9585380835380835
19.4,19.23,21.21,16.17,9690.0,7350.0,0.2605,-0.0111,-0.014199999999999999,0.0562,-0.0116,0.1185,27.67,18.9,-4.74,-2.64,Financial Services,NODK,0.9742268041237113
21.86,22.74,26.82,19.43,995620.0,514220.0,0.983,0.0538,0.0864,-0.049,-0.032,-0.0255,30.85,21.92,0.02,-0.23,Financial Services,NMIH,1.0027447392497715
6.8532,16.4673,64.2,4.07,1870000.0,4460000.0,0.0362,-0.09960000000000001,-0.3864,-0.46840000000000004,-0.5722999999999999,-0.8445,27.67,4.93,-20.77,-16.01,Healthcare,NRXP,0.7193719722173583
117.86,100.76,137.99,75.86,106250.0,136390.0,0.6395000000000001,0.08460000000000001,0.0784,0.38280000000000003,0.4575,0.7829,132.71,137.75,12.57,13.64,Industrials,NVEE,1.168759545223146
69.42,70.25,81.42,56.75,33480.0,18910.0,0.6919,0.058899999999999994,-0.0179,0.0726,-0.0817,0.1801,27.67,67.0,3.65,3.58,Technology,NVEC,0.965139729184673
217.64,206.2,239.91,156.02,1910000.0,2330000.0,0.9273,0.0274,0.0294,0.1598,0.1206,0.47850000000000004,240.36,231.8,519.0,397.0,Technology,NXPI,1.0650615695644183
0.9132,1.2278,3.49,0.519,995200.0,771050.0,0.0688,-0.19399999999999998,-0.36329999999999996,-0.5476,-0.6012,-0.7784,2.67,0.61,-10.65,-11.75,Healthcare,NBRV,0.6679807271134472
20.52,26.83,94.81,13.9,794220.0,867040.0,0.1482,-0.1826,-0.2811,-0.3289,-0.5251,-0.6828,44.25,15.57,-13.47,-13.58,Healthcare,NNOX,0.7587719298245614
1.2664,1.4152,4.19,0.68,479560.0,1900000.0,0.0447,-0.056100000000000004,-0.1217,-0.4899,0.1867,0.2011,27.67,1.03,-6.67,-0.22,Healthcare,NAOV,0.8133291219204043
