Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Symbol
4.88,2.77,7.89,1.3,1370000.0,1230000.0,0.0633,0.2347,0.6576000000000001,1.7587000000000002,2.7393,3.0462,27.67,7.73,0.67,0.84,-0.16999999999999993,Consumer Defensive,DOGZ
9.6,10.26,32.5,3.3,79120.0,158770.0,0.1138,0.1423,0.0243999999999999,-0.2022,-0.0118,1.84,30.0,9.15,0.14,1.35,-1.21,Communication Services,DLPN
71.79,74.35,98.35,44.54,431060.0,378760.0,0.7814,-0.046,-0.3406,-0.4181,-0.3964999999999999,-0.2484,103.75,51.32,-28.51,-22.24,-6.270000000000003,Technology,DOMO
13.67,14.47,16.36,11.81,330.0,598.0,0.9194,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,DGICB
1.4391,1.4461,3.88,1.0,72410.0,143720.0,0.0069999999999999,0.1364,-0.1667,-0.1071,-0.3056,-0.4493,27.67,1.25,-3.92,-1.23,-2.69,Communication Services,LYL
9.93,9.96,10.88,9.7,228570.0,145100.0,0.9037,-0.0070999999999999,-0.023,-0.0091,-0.0258,0.0353,27.67,9.82,12.18,-3.96,16.14,Financial Services,DGNU
9.88,9.8,11.2,9.6,130980.0,104250.0,0.7106,0.0091,0.006,0.0225,0.0289,0.005,27.67,9.97,2.49,1.96,0.5300000000000002,Financial Services,DSAC
15.32,15.85,20.78,10.31,108840.0,137400.0,0.2941,0.0248,0.0663,0.0769,-0.2605,0.4571,24.0,15.32,2.81,8.99,-6.18,Consumer Cyclical,DLTH
5.68,7.67,13.3,4.05,8650.0,12620.0,0.2623,0.0383,0.2027,-0.0089,-0.4059,0.4341,27.67,5.76,-2.45,-2.95,0.5,Technology,DUOT
1.0824,1.4409,2.95,0.87,905950.0,700430.0,0.531,-0.0169,-0.0528,-0.2584,-0.4131,-0.54,6.0,0.98,-9.98,-9.15,-0.8300000000000001,Healthcare,DRRX
4.0356,4.4244,8.78,3.15,247290.0,159560.0,0.2019,-0.0458999999999999,0.089,-0.2282,0.1588,-0.2224,7.67,4.39,-1.72,-3.85,2.13,Healthcare,DYAI
9.99,9.92,10.54,9.58,585240.0,132960.0,0.916,-0.0051,-0.0081,-0.003,-0.0091,0.0353,27.67,9.85,0.02,-0.23,0.25,Financial Services,DYNS
1.2668,1.2572,2.56,0.8,139230.0,174130.0,0.0686,-0.0489,-0.1618,-0.3225,-0.1757999999999999,0.17,2.45,1.02,0.48,2.93,-2.45,Healthcare,DYNT
13.91,16.82,32.31,11.56,226130.0,192740.0,1.0404,-0.0363,-0.1661,-0.2801,-0.432,-0.4627,34.75,12.36,-42.58,-29.95,-12.629999999999999,Healthcare,DYN
2.2693,12.9069,80.928,1.36,1140000.0,1380000.0,0.0012,-0.1084,-0.3422,-0.4393999999999999,-0.949,0.0353,27.67,1.49,0.02,-0.23,0.25,Industrials,EJH
9.84,9.8,11.0,9.6,53660.0,116580.0,0.6849,0.0,-0.001,0.002,0.0072,-0.0372,27.67,9.83,5.14,-0.62,5.76,Financial Services,ETAC
9.92,9.86,16.0,9.6,58680.0,120770.0,0.0584999999999999,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ENNV
9.94,9.79,10.24,9.53,63400.0,109950.0,0.8329000000000001,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,EJFA
7.38,7.71,10.87,4.53,619080.0,333300.0,0.7928000000000001,0.0881,-0.0504,-0.0453,-0.2234,0.2606,13.75,7.03,0.02,-0.23,0.25,Technology,EMKR
1.9942,2.6441,9.4,1.28,563170.0,1770000.0,0.3182,-0.1325,-0.3247,-0.5774,-0.5677,-0.5690999999999999,5.4,1.36,0.02,-0.23,0.25,Industrials,ENG
9.43,9.84,11.1,5.55,552870.0,406490.0,0.2531,-0.0764,-0.405,-0.4038,-0.4264,0.0353,27.67,6.28,0.02,-0.23,0.25,Healthcare,EQRX
10.12,10.12,10.38,10.04,1210.0,274220.0,0.5528,0.0,-0.0059,-0.0588999999999999,-0.1115,0.0353,27.67,10.15,0.02,-0.23,0.25,Financial Services,ESACU
11.72,19.32,36.0,7.42,111920.0,244260.0,0.8228,-0.009,0.0146,0.5604,-0.539,0.1227999999999999,37.2,14.58,-8.56,-8.75,0.1899999999999995,Healthcare,EPIX
11.71,11.32,24.34,7.17,4860000.0,8440000.0,0.2584,-0.0913,-0.2772,0.1156,-0.3768,-0.1301,18.38,10.28,6.13,-25.8,31.93,Consumer Cyclical,EVGO
87.0,105.92,159.54,71.81,1690000.0,1620000.0,0.9114,-0.1201,-0.1625,-0.2089,-0.4168,-0.4512,132.53,77.5,-166.94,-176.91,9.969999999999999,Healthcare,EXAS
7.52,6.69,8.8,4.47,457720.0,419110.0,0.9349,0.0209,-0.0108,-0.0455,0.2171999999999999,0.542,9.83,7.3,1.55,-2.57,4.12,Financial Services,EZPW
57.73,56.26,61.58,40.17,275980.0,124760.0,0.7666,0.0406,0.026,0.0128,0.0414,0.452,60.88,58.46,32.03,32.02,0.00999999999999801,Financial Services,EGBN
22.52,22.92,26.13,20.0,9560.0,7150.0,0.5372,0.0288,0.049,0.0362,-0.0043,0.0889,28.5,22.8,0.02,-0.23,0.25,Financial Services,EBMT
18.36,18.39,18.75,16.5,150.0,51.0,0.0038,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,EFBI
9.87,9.82,10.73,9.63,81720.0,75280.0,0.7811,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ERES
80.44,75.77,87.77,50.49,792880.0,681550.0,0.9179,0.0448,0.0168,0.0081,0.1134,0.5922999999999999,100.45,79.82,143.14,143.04,0.09999999999999432,Financial Services,EWBC
24.9,27.49,33.96,22.23,7570.0,8950.0,0.6673,-0.0179,-0.0068,-0.0084,-0.184,0.0008,27.67,24.93,0.02,-0.23,0.25,Industrials,EML
2.2481,2.585,4.83,1.25,55970.0,111710.0,0.1618,0.065,-0.0333,-0.275,-0.3315999999999999,0.4172999999999999,27.67,1.93,-1.91,-1.77,-0.1399999999999999,Consumer Defensive,EAST
1.6894,2.9658,13.7,0.931,3080000.0,3500000.0,0.1293,-0.1202999999999999,-0.379,-0.4892,-0.6915,-0.8169,27.67,0.94,0.02,-0.23,0.25,Technology,EBON
48.03,35.9,48.36,25.99,341190.0,714410.0,0.9426,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,ECHO
18.15,21.4,40.49,13.19,665180.0,234660.0,1.0353,-0.0292,-0.1821,-0.12,-0.2986,0.0353,31.67,15.49,-12.95,-10.35,-2.5999999999999996,Healthcare,EWTX
33.87,42.29,99.95,26.69,1690000.0,1350000.0,0.7456999999999999,-0.0919,-0.1336999999999999,-0.3628,-0.5219,-0.6383,52.07,28.15,-39.08,-55.26,16.18,Healthcare,EDIT
9.99,9.95,21.06,9.72,50720.0,18610.0,0.7376,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,EDTX
6.47,7.67,13.49,5.01,428470.0,215190.0,0.6896,-0.0554,-0.1702,-0.2392,-0.3990999999999999,-0.5039,25.25,5.3,-22.22,-19.17,-3.049999999999997,Healthcare,EIGR
3.5357,4.7788,14.98,2.62,137820.0,113230.0,0.1694999999999999,-0.1253999999999999,-0.1905,-0.3674,-0.5055,-0.5444,11.0,2.71,-1.96,-1.27,-0.69,Healthcare,EKSO
3.1576,3.6904,9.74,2.21,3390000.0,3400000.0,0.1407,-0.1116,-0.2591,-0.3771,-0.4778,-0.6611,10.5,2.44,-11.45,-0.18,-11.27,Consumer Cyclical,SOLO
133.63,138.56,150.3,120.08,1980000.0,2690000.0,0.9425,0.0073,0.0661,-0.0348,-0.0742999999999999,-0.0537,172.27,134.98,294.0,204.0,90.0,Communication Services,EA
6.72,9.01,16.22,4.15,149790.0,50420.0,0.5528,0.2284,-0.1744,-0.297,-0.5917,0.0353,22.67,5.84,-12.27,-5.06,-7.21,Healthcare,ELEV
3.7434,4.9149,35.2,2.91,15200.0,289010.0,0.0059,0.0158,-0.153,-0.5069,-0.3779,0.0353,10.0,3.28,-0.29,-0.23,-0.05999999999999997,Consumer Defensive,EEIQ
22.82,16.59,23.22,11.41,6270.0,16219.999999999998,0.0948,-0.0002,-0.0011,0.7016,0.5173,0.8802,27.67,22.87,0.02,-0.23,0.25,Financial Services,ESBK
3.9864,4.4854,8.28,2.92,361560.0,361740.0,0.0138,-0.1176,-0.1892,-0.3878,-0.2611,-0.4652,7.91,3.09,0.02,-0.23,0.25,Consumer Cyclical,ELYS
10.05,10.05,10.55,9.95,25970.0,874680.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,HORIU
21.81,21.59,24.0,18.76,385310.0,209820.0,0.1035,0.0398,-0.0263,-0.0200999999999999,-0.1115,0.0353,27.67,20.5,137.21,91.18,46.03,Financial Services,ACT
5.1158,4.88,10.89,1.94,7560000.0,6980000.0,0.8267,0.0,-0.3236,0.1721,-0.156,-0.396,6.4,4.08,-77.21,-15.5,-61.709999999999994,Healthcare,ENDP
9.77,9.77,10.71,9.68,11540.0,32700.000000000004,0.1614999999999999,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,EDNC
1.6666,2.4765,7.69,1.175,1110000.0,3050000.0,0.1458,-0.0969999999999999,-0.2293,-0.4155,-0.5784,-0.3731,4.5,1.28,-12.46,-11.02,-1.4400000000000013,Technology,WATT
7.54,9.39,29.4,5.66,114390.0,83840.0,0.1358,-0.0674,-0.1964,-0.4059,-0.3472,-0.3772999999999999,33.0,6.17,-3.42,-3.11,-0.31000000000000005,Healthcare,ENLV
29.46,19.75,39.48,11.65,1180000.0,1050000.0,0.5528,-0.031,-0.3259,0.2614,0.0483,0.0353,45.4,25.41,-10.84,-118.14,107.3,Industrials,ENVX
220.79,174.47,282.46,108.88,2250000.0,2400000.0,0.7373000000000001,-0.0187,-0.2775,0.2498,0.01,0.0897,260.92,187.58,21.81,39.35,-17.540000000000003,Technology,ENPH
78.56,82.73,98.66,68.29,369720.0,283970.0,0.911,0.0616,0.1021,0.1317,-0.0183,0.1703,92.2,85.31,47.28,49.42,-2.1400000000000006,Healthcare,ENSG
26.94,27.33,28.1,26.28,4710.0,7470.0,0.2688,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ESGRO
2.58,7.51,23.99,1.25,9930000.0,6830000.0,0.1452999999999999,0.358,1.7673,0.3879999999999999,-0.6962999999999999,-0.6,27.67,4.47,-17.16,-0.94,-16.22,Healthcare,ENSC
9.92,9.92,10.03,9.8,31070.0,28320.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ENTF
39.94,35.47,46.48,25.25,36560.0,18320.0,0.2527,0.0301,0.1281,0.2471999999999999,0.371,0.774,27.67,44.9,12.07,12.06,0.009999999999999787,Financial Services,EBTC
0.001,0.001,0.75,0.0005,226075.0,241960.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Energy,EENC
3.3897,5.1315,8.88,2.78,723220.0,974270.0,0.128,-0.0299,-0.2843,-0.1487,-0.5084000000000001,-0.1821,27.67,3.0,0.02,-0.23,0.25,Communication Services,EGLX
24.56,24.56,36.85,13.27,321790.0,259670.00000000003,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Healthcare,TRDA
1.5021,2.1141,7.0,0.93,802740.0,1080000.0,0.0748,-0.1384,-0.3007,-0.5405,-0.5945,-0.8581,6.5,0.97,-2.71,-0.91,-1.7999999999999998,Healthcare,ENVB
9.94,9.83,10.11,9.55,66130.0,91340.0,0.66,-0.002,-0.0045,0.002,0.0133,0.0353,27.67,9.93,-1.53,-3.02,1.49,Financial Services,ENVI
9.72,14.05,31.95,7.43,696290.0,528880.0,0.6049,-0.0935999999999999,-0.2186,-0.4539999999999999,-0.5740999999999999,-0.6778,19.8,7.9,-18.12,-54.04,35.92,Industrials,EOSE
3.7388,6.2941,12.69,2.51,3160000.0,1570000.0,0.9785,-0.1801,-0.2030999999999999,-0.5029,-0.6931,-0.7781,10.8,2.77,-65.83,-64.36,-1.4699999999999989,Healthcare,EPZM
5.43,4.85,6.8,3.41,17610.0,27120.0,0.7048000000000001,0.0833,0.0467999999999999,0.0276,0.118,0.5027,6.6,5.65,1.4,-0.49,1.89,Energy,EPSN
5.2804,5.9669,11.33,3.91,77980.0,60190.0,0.2943,-0.0283999999999999,-0.2019,-0.3317,-0.3021999999999999,-0.335,13.67,4.16,-10.28,-9.16,-1.1199999999999992,Healthcare,EQ
33.59,31.66,36.0,20.95,86060.0,49260.0,0.5682,0.0316,0.0471,-0.0069999999999999,0.1148,0.6003000000000001,38.0,34.17,0.02,-0.23,0.25,Financial Services,EQBK
17.82,21.08,25.72,14.8,32690.0,24430.0,0.2971999999999999,0.0169,-0.1177,-0.2246,-0.3172,-0.2782,28.0,15.69,5.97,8.13,-2.160000000000001,Consumer Cyclical,ESCA
5.2936,9.1066,24.48,3.57,441280.0,721040.0,0.1011,-0.1636,-0.3089,-0.4534,-0.6703,-0.4827,19.67,3.67,-0.55,-4.83,4.28,Consumer Cyclical,GMBL
32.6,26.95,37.51,18.47,28310.0,25190.0,0.5309,-0.0032,-0.0683,0.0938,0.3290999999999999,0.6262,36.0,32.0,7.95,7.89,0.0600000000000005,Financial Services,ESQ
69.1,72.03,88.66,35.1,75730.0,99240.0,0.5782,0.0005,-0.0368,-0.0803,-0.2838,0.7870999999999999,91.33,63.49,-14.68,-5.32,-9.36,Healthcare,ESTA
248.74,209.45,307.75,153.8,1810000.0,2250000.0,0.9115,-0.0128,-0.2116,0.0809,0.0781,0.2537,265.5,224.02,89.93,98.25,-8.319999999999993,Consumer Cyclical,ETSY
23.17,22.28,34.65,5.41,25470.0,46520.0,0.1467,0.0454,-0.1328,-0.3832,-0.2329,2.247,45.51,18.68,12.06,2.22,9.84,Industrials,EDRY
9.72,9.74,10.48,9.59,910.0,5420.0,0.3359,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,EBAC
28.38,27.01,34.67,18.55,316510.0,275860.0,0.6970000000000001,0.1104,0.1224,0.11,-0.1115,0.0353,36.0,29.99,-9.27,7.73,-17.0,Consumer Defensive,EWCZ
2.7604,2.728,6.22,1.9,34320.0,118370.0,0.0126,-0.0417,-0.2014,-0.2203,-0.2069,-0.2901,27.67,2.47,-1.17,7.56,-8.73,Consumer Cyclical,EVK
14.64,24.88,54.96,11.73,382380.0,412940.0,0.7687,-0.0859,0.089,-0.2110999999999999,-0.5471,-0.6041,23.0,15.75,-5.27,-1.88,-3.3899999999999997,Communication Services,EVER
9.75,9.73,10.0,9.6,10450.0,15820.0,0.0002,0.0,0.0031,0.0093,0.0021,0.0353,27.67,9.75,0.02,-0.23,0.25,Financial Services,EVOJ
2.2212,3.1484,10.24,1.6,394240.0,310510.0,0.1866,-0.073,-0.1951,-0.3726,-0.5175,-0.6646,11.33,1.7,-7.61,-6.21,-1.4000000000000004,Healthcare,EVGN
6.74,9.64,17.38,3.06,465880.0,471810.0,0.321,-0.048,0.1759,-0.1372,-0.498,0.9012,15.14,6.56,-19.43,-15.6,-3.83,Healthcare,EOLS
2.484,2.3405,5.63,1.68,35450.0,182960.0,0.2155,0.0179,-0.0381,0.0758,-0.0697,0.1182,27.67,2.32,0.02,-0.23,0.25,Technology,EVOL
23.8,25.34,66.48,9.2,660910.0,358450.0,0.414,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,XONE
10.08,10.08,11.03,10.0,4970.0,251880.0,0.5528,0.0,-0.0069,-0.0588999999999999,-0.1115,0.0353,27.67,10.02,0.02,-0.23,0.25,Financial Services,XFINU
1.4323,1.9645,7.82,0.855,12880000.0,19000000.0,0.196,-0.1626999999999999,-0.3377,-0.5228,-0.6286999999999999,-0.2924,4.0,0.89,-13.21,-19.37,6.16,Technology,XELA
53.58,48.24,56.89,38.35,5310000.0,5100000.0,0.8120999999999999,0.0501999999999999,0.0458,0.1649,0.2785,0.3543,57.58,57.02,0.02,-0.23,0.25,Utilities,EXC
132.69,114.16,145.43,76.39,172160.0,154040.0,0.9726,0.0650999999999999,0.0989,0.1491,0.3651,0.7034,135.14,144.8,26.51,28.02,-1.509999999999998,Technology,EXLS
40.56,40.56,51.06,32.85,381410.0,822800.0,0.5528,0.0871,-0.2035,-0.0588999999999999,-0.1115,0.0353,47.17,40.11,0.02,-0.23,0.25,Technology,EXFY
118.56,105.69,127.61,82.13,215330.0,182620.0,0.9258,-0.0019,-0.0004,0.0226,0.3201,0.3242,130.5,117.25,24.57,25.4,-0.8299999999999983,Industrials,EXPO
58.97,47.17,69.61,18.0,38650.0,181030.0,1.0374,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,XOG
14.14,10.83,21.5,6.87,303020.0,763950.0,0.7757,-0.071,-0.2281,0.2344,0.4115999999999999,1.3457,37.2,12.72,0.02,-0.23,0.25,Healthcare,EYPT
3.9852,4.7382,7.72,3.31,179530.0,463470.0,0.1006,-0.0443,0.0347,-0.2082,-0.2177,-0.3084,12.5,3.98,-5.57,-4.84,-0.7300000000000004,Healthcare,EYEN
2.4591,2.8141,5.49,1.44,344310.0,934150.0,0.5528,-0.1257,-0.4252,-0.6256,-0.1115,0.0353,6.0,1.39,0.02,-1.35,1.37,Technology,EZFL
10.07,10.06,11.8,9.86,770.0,1490.0,0.1128,-0.005,-0.0069999999999999,-0.002,-0.0186,-0.0025,27.67,10.02,5.14,-0.62,5.76,Financial Services,ETACU
5.75,6.5,10.68,5.0,45590.0,65420.0,0.3274,-0.0615,-0.0395999999999999,-0.1721,-0.2468,0.0788,12.0,5.3,0.02,-0.23,0.25,Healthcare,EDAP
1.1302,1.8139,3.1,0.72,275400.0,283300.0,0.095,-0.0567,-0.2729,-0.574,-0.6697,0.0141,6.12,0.75,-2.66,-3.2,0.54,Healthcare,NDRA
9.94,9.94,10.19,9.88,70370.0,70370.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ESAC
16.82,16.38,18.23,14.01,18710.0,9030.0,0.4523,0.0040999999999999,0.0034999999999999,0.0319,0.047,0.1556,18.0,17.18,9.76,9.91,-0.15000000000000036,Financial Services,ESSA
22.84,26.09,31.99,20.07,241480.0,356570.0,1.0511,0.0448,0.1818,0.0492,-0.1002,-0.0535,27.78,25.35,0.02,-0.23,0.25,Technology,EVOP
19.58,19.65,24.78,14.3,374480.0,265270.0,0.7947,0.0056999999999999,0.0093999999999999,0.054,-0.053,0.2908,26.0,19.72,58.7,5.64,53.06,Communication Services,SSP
2.4277,3.7662,19.44,1.46,82330.0,166110.0,0.0046999999999999,-0.1461,-0.3407,-0.4735,-0.6575,0.0353,27.67,1.65,0.02,-0.23,0.25,Consumer Cyclical,EZGO
41.19,43.99,56.47,18.64,191500.0,240220.0,0.8031,0.1026,0.0843999999999999,-0.0785,-0.0526,1.4497,68.0,44.76,78.34,9.23,69.11,Industrials,EGLE
50.91,47.19,58.25,36.48,200320.0,99980.0,0.9446,-0.0405,0.0919,-0.0533999999999999,0.2185,0.1268,50.5,52.48,0.02,-0.23,0.25,Healthcare,EGRX
6.5,26.49,76.75,4.49,1000000.0,1750000.0,1.0198,-0.0269,-0.1264,-0.2868,-0.8822,-0.906,10.5,5.05,-19.32,-13.62,-5.700000000000001,Healthcare,EAR
11.01,10.32,26.27,9.21,1090000.0,791520.0,0.5989,0.0085,0.0141999999999999,0.0523,0.0644,0.0708,27.67,10.8,-0.22,-0.94,0.72,Financial Services,ESSC
20.73,20.3,23.03,15.48,674060.0,629880.0,0.4854,0.0183,0.0074,0.0039,-0.001,0.235,24.5,20.39,172.3,172.17,0.13000000000002387,Financial Services,EBC
32.82,30.77,64.14,22.39,270330.0,218800.0,0.6403,0.0272,-0.0249,0.1507,-0.0876,-0.1475,57.5,30.92,15.45,15.72,-0.27000000000000135,Technology,EBIX
26.6,25.53,30.9,20.51,386480.0,416870.0,0.955,-0.0102,-0.073,0.0207,0.0774,0.2292,46.5,26.07,33.41,37.3,-3.8900000000000006,Technology,SATS
3.3164,5.1297,18.0,2.0,102440.0,81750.0,0.1684,-0.122,-0.2824,-0.5821999999999999,-0.6333,-0.813,27.67,2.2,-5.86,2.56,-8.42,Energy,ZEST
6.71,6.03,12.0,4.05,117590.0,281530.0,0.155,-0.0172,-0.1132,-0.2269999999999999,0.0833,0.2739,18.0,5.89,-4.76,-2.26,-2.5,Healthcare,EDSA
9.76,9.72,10.2,9.52,36710.0,25090.0,0.6687000000000001,-0.0051,-0.001,0.0113999999999999,0.0031,0.0353,27.67,9.78,1.6,-3.56,5.16,Financial Services,EAC
10.19,10.09,10.37,9.94,1080.0,11000.0,0.8375,0.0015,0.001,0.0139,0.0159,0.0353,27.67,10.21,-0.49,-0.63,0.14,Financial Services,ADOC
9.12,12.08,19.5,7.5,15860.0,20240.0,0.2722,0.0650999999999999,-0.0098999999999999,-0.0722,-0.2748,-0.3948,18.0,8.69,1.9,3.44,-1.54,Communication Services,EDUC
14.21,16.66,21.96,12.06,259180.0,164980.0,0.9461,-0.0237,0.0776999999999999,-0.184,-0.2339999999999999,-0.2289,18.0,14.23,10.16,8.82,1.3399999999999999,Consumer Cyclical,LOCO
156.69,142.51,177.71,122.85,57580.0,41400.0,0.1852,0.0608,0.18,0.2097,0.3477,0.3556,157.0,173.57,0.02,-0.23,0.25,Industrials,ESLT
7.75,8.8,14.98,6.15,423300.0,518960.00000000006,0.1663,-0.0524,-0.2146,-0.1971,-0.3899,-0.5511,15.71,6.9,-17.78,-8.59,-9.190000000000001,Consumer Cyclical,ELMS
5.67,5.06,7.9,3.88,15020.0,25880.0,0.0929,0.0874,0.0966,0.2466,0.3231,0.5742,27.67,6.36,0.02,0.21,-0.19,Technology,ELSE
4.908,7.4583,22.91,3.81,62980.0,75130.0,0.6596,-0.0513,-0.1583999999999999,-0.2845,-0.4627,-0.7193,28.8,4.35,-9.82,-7.38,-2.4400000000000004,Healthcare,ELDN
14.67,17.15,29.69,8.16,74440.0,50310.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Healthcare,ELYM
0.9922,1.6763,4.98,0.57,2060000.0,838340.0,0.3364999999999999,-0.07,-0.0532,-0.5766,-0.6575,-0.8342,3.5,0.71,-9.88,-36.06,26.18,Healthcare,ELOX
4.861,5.8045,8.8,3.71,11930.0,13490.0,0.0250999999999999,-0.0748,-0.1644,-0.3701,-0.3938,-0.2255,27.67,3.85,-0.03,0.82,-0.85,Technology,ELTK
8.44,8.44,10.49,6.91,1830000.0,1120000.0,0.5528,0.0056999999999999,0.1045,-0.1177,-0.1186,0.0353,27.67,8.64,0.02,-0.23,0.25,Technology,EMBK
28.41,28.09,36.4,25.5,4930.0,1920.0,0.1512,0.0023,-0.0412,0.0511,-0.0045,0.1825,27.67,28.98,2.75,2.74,0.009999999999999787,Financial Services,EMCF
1.4468,1.4978,4.0,1.08,16930.0,24790.0,0.0,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Healthcare,EMMA
2.0772,2.3145,2.88,0.8,70.0,129.0,0.2572,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Communication Services,EMMS
81.38,58.38,102.0,40.37,182230.0,207030.0,0.9776,-0.0401999999999999,-0.1518,0.3238,0.6878,0.7728,90.2,73.62,-24.6,-24.02,-0.5800000000000018,Healthcare,ENTA
57.48,48.54,61.67,29.21,293040.0,344790.0,1.1828,0.0107,0.0219,0.2157,0.2716,0.6286,67.75,59.95,83.57,96.5,-12.930000000000007,Financial Services,ECPG
135.31,94.3,151.64,56.27,370540.0,276340.0,0.8976000000000001,0.073,-0.0013,0.4422999999999999,0.8885,1.4576,160.0,142.24,175.54,183.05,-7.510000000000019,Industrials,WIRE
10.14,10.14,10.23,10.08,17150.0,31510.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,ENCPU
3.0114,3.5849,9.64,1.9,1240000.0,4180000.0,0.0842,0.2133,0.9043,0.3094,0.1005,0.1005,27.67,5.18,0.02,-0.23,0.25,Consumer Cyclical,EFOI
21.26,20.19,24.99,13.45,370300.0,394810.0,0.6263000000000001,0.0297,-0.0258,0.0993999999999999,-0.0729,0.611,26.5,21.4,1.07,1.07,0.0,Industrials,ERII
3.5652,6.9694,13.4,2.75,208330.0,570580.0,0.0684,0.0032,-0.1573,-0.1877,-0.7323999999999999,-0.617,27.67,3.19,0.02,-0.23,0.25,Communication Services,GAME
6.8948,9.1662,13.11,3.76,477420.0,468330.0,0.6522,0.0415,-0.1804,-0.522,-0.5182,0.0353,10.33,4.87,-3.39,-2.98,-0.41000000000000014,Consumer Cyclical,ENJY
9.53,6.27,13.78,2.86,404580.0,246840.0,0.0503,-0.1261999999999999,-0.3525,0.0795,0.4487,1.3841,27.67,7.58,-10.41,-17.36,6.949999999999999,Healthcare,ENOB
0.0002,0.003,0.61,0.0002,226075.0,241960.0,0.0,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Basic Materials,NPTH
236.3,243.8,269.12,194.21,52580.0,39890.0,0.8058,0.0366999999999999,0.1155,0.0484999999999999,0.0411,0.2314,27.67,248.56,0.02,-0.23,0.25,Financial Services,ESGR
2.6046,2.5524,3.88,1.76,106370.0,311820.0,0.1101999999999999,-0.009,-0.1473,-0.3373,-0.176,-0.0558,7.25,2.28,-12.39,-12.03,-0.3600000000000012,Healthcare,ETTX
143.83,123.95,158.0,93.5,1450000.0,1100000.0,0.9841,0.0447,-0.1024,0.1018,0.1295,0.4719,167.73,139.45,117.46,88.77,28.689999999999998,Technology,ENTG
3.5859,4.2064,10.16,1.07,82150.0,78840.0,0.2373,-0.0392,-0.1326999999999999,-0.3988,-0.5084000000000001,1.7477,11.0,2.94,-2.46,-5.15,2.6900000000000004,Healthcare,ENTX
10.11,10.11,10.8,10.02,1220.0,350280.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,ENTFU
47.83,47.25,52.0,33.28,224040.0,158420.0,0.5922,0.0206,0.0089,0.036,0.0233,0.3832,55.0,47.35,36.95,31.31,5.640000000000004,Financial Services,EFSC
