Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Symbol
9.79,9.76,9.95,9.65,23000.0,36560.0,0.5528,-0.0060999999999999,-0.0060999999999999,0.0083,-0.1115,0.0353,27.67,9.77,0.02,-0.23,0.25,Financial Services,LEGA
10.26,10.5,16.36,9.78,105930.0,65920.0,0.5157,-0.001,-0.0412,-0.0148,-0.0636,-0.2491,16.63,10.0,39.39,37.2,2.1899999999999977,Financial Services,LEAP
25.9,26.49,41.0,12.3,81320.0,72470.0,0.3561999999999999,-0.0844999999999999,0.4103,0.5543,0.2633,1.9065,27.67,36.5,0.02,-0.23,0.25,Communication Services,LEE
9.82,9.79,12.45,9.66,14480.0,65690.0,0.6071,-0.001,-0.0060999999999999,-0.001,0.0031,-0.0623,27.67,9.79,2.42,0.28,2.1399999999999997,Financial Services,LFTR
23.39,19.4,28.84,13.95,37960.0,43940.0,0.2080999999999999,0.0469,0.0473,0.4523,0.5571,0.7553,30.5,26.22,14.73,12.43,2.3000000000000007,Consumer Cyclical,LEGH
10.05,10.05,10.12,9.98,7450.0,675890.0,0.0001,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,LGTOU
131.48,175.47,372.64,105.0,252620.0,338390.0,0.9496,-0.0403,0.0258,-0.153,-0.4402,-0.5548,237.14,119.62,0.02,-0.23,0.25,Financial Services,TREE
37.08,29.68,40.7,17.9,25520.0,33020.0,0.4224,0.0241,0.0227999999999999,0.3339999999999999,0.4454,0.9612,43.0,39.45,7.64,7.63,0.009999999999999787,Financial Services,LEVL
4.7226,4.6817,9.65,3.26,612120.0,720150.0,0.8495,0.0354,-0.1202,-0.165,-0.1067999999999999,0.2166,13.0,4.26,-23.12,-18.07,-5.050000000000001,Healthcare,LXRX
160.63,163.58,188.76,138.04,260540.00000000003,184800.0,0.8554,0.0356999999999999,0.0308,-0.0475,-0.0417,0.0200999999999999,219.2,162.33,236.87,56.26,180.61,Communication Services,LBRDA
28.25,27.63,30.58,23.19,1060000.0,1200000.0,0.9321,0.0325,0.0224,-0.0526,0.0405,0.1502,39.31,28.09,277.1,11128.2,-10851.1,Communication Services,LBTYA
28.47,28.14,38.89,22.58,320.0,440.0,0.0023,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Communication Services,LBTYB
11.99,13.34,14.95,9.74,869650.0,748910.0,0.7779,0.0107,0.0009,-0.1151,-0.1929,0.0197,16.75,11.63,78.2,4.4,73.8,Communication Services,LILAK
50.6,47.29,56.26,39.4,542930.0,688780.0,0.9373,0.0297,0.0162,0.0674,0.0883999999999999,0.186,69.86,51.19,12.0,-88.0,100.0,Communication Services,LSXMA
50.41,47.16,56.19,39.05,697080.0,744020.0,0.8526,0.0331,0.0157,0.0596,0.0888,0.1737999999999999,64.67,51.06,12.0,-88.0,100.0,Communication Services,LSXMK
58.98,50.39,62.8,38.84,859330.0,1000000.0,0.9882,0.0266,0.0365,0.2251999999999999,0.291,0.4401,58.5,62.96,-50.0,55.0,-105.0,Communication Services,FWONK
26.08,30.39,110.0,16.9,2900.0,938.0,0.0002,-0.1913,-0.3765,-0.4277,-0.6063000000000001,-0.6,27.67,17.5,72.0,153.0,-81.0,Communication Services,LTRPB
5.3304,5.5084,7.2,4.51,11590.0,11550.0,0.0782,-0.0031,-0.0733,-0.1213,-0.0608,-0.1313,27.67,4.88,0.02,-0.23,0.25,Consumer Defensive,LWAY
9.86,9.81,9.93,9.55,4340.0,9150.0,0.5107,-0.0040999999999999,-0.003,0.002,0.0051,0.0353,27.67,9.84,0.87,-1.87,2.74,Financial Services,LJAQ
2.0524,2.3462,5.45,1.69,243880.0,298970.0,0.2641,-0.0475999999999999,0.0891,0.0377,-0.1339,-0.4372999999999999,3.43,2.32,-0.63,-2.91,2.2800000000000002,Technology,LPTH
14.05,8.24,20.3,0.9,2160000.0,1030000.0,0.0040999999999999,-0.1564,-0.0167,0.4715,0.0194,14.7962,27.67,14.97,-4.25,-4.54,0.29000000000000004,Basic Materials,LWLG
8.26,9.53,15.53,6.52,694570.0,983010.0,0.095,-0.072,0.0,-0.3024,-0.2744,-0.4168,15.91,7.1,-0.4,23.59,-23.99,Industrials,LILM
18.73,17.16,20.0,11.52,2640.0,3860.0,0.4071,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,LMST
15.64,16.96,20.74,14.16,118680.0,37860.0,0.5085000000000001,0.0657,0.0801,0.0133,-0.0855,-0.0349,20.75,15.94,0.02,-0.23,0.25,Consumer Defensive,LMNR
7.32,7.0,8.2,5.25,77380.0,80120.0,0.6707,0.008,0.0831,0.1402999999999999,-0.0283,0.1943,11.17,7.56,0.02,-0.23,0.25,Consumer Defensive,LINC
15.93,15.72,21.91,11.31,216910.0,220290.0,0.6948000000000001,0.0346,0.1556,0.1398,0.0643,0.0545,21.5,16.96,-24.34,-35.3,10.959999999999997,Consumer Cyclical,LIND
10.76,11.57,0.1301,0.13,226075.0,241960.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,LGHLW
9.95,9.89,11.8,9.72,186730.0,73170.0,0.758,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,LCAP
9.87,9.87,11.06,9.79,126950.0,102030.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,LION
1.0996,1.277,2.42,0.968,496880.0,580020.0,0.1048,-0.0733999999999999,-0.0818,-0.0648,-0.2786,-0.2405999999999999,3.75,1.02,-3.08,-6.81,3.7299999999999995,unknown,LPCN
4.1882,3.0758,5.4,2.25,262700.0,539850.0,0.4256,0.1384,0.1835999999999999,0.7097,0.6678000000000001,0.722,6.75,4.76,0.02,-0.23,0.25,Healthcare,LQDA
307.85,275.47,334.84,234.59,86200.0,84410.0,0.9877,0.0574,0.0199,0.1416,0.2397,0.2668,321.0,315.02,92.05,82.09,9.959999999999994,Technology,LFUS
86.82,68.12,99.89,38.5,430730.0,296530.0,0.5897,0.114,-0.0444,0.3914999999999999,0.4968999999999999,0.9229,96.6,89.1,45.04,45.06,-0.020000000000003126,Financial Services,LOB
2.0564,3.44,6.95,1.19,2360000.0,730830.0,0.4216,-0.1159,-0.3579,-0.5906,-0.7415,-0.6309,6.8,1.18,-15.24,-8.05,-7.1899999999999995,Communication Services,LVO
5.29,7.7,11.43,4.2,264130.0,223110.0,0.8792,-0.0409,0.0249,-0.2415,-0.4096,-0.5273,11.25,5.0,-11.34,-75.84,64.5,Technology,LVOX
1.6416,2.4248,7.19,1.11,93720.0,52680.0,0.1076,-0.064,-0.2688,-0.4265,-0.6139,-0.6274000000000001,27.67,1.26,-1.24,-1.73,0.49,Healthcare,LIXT
24.54,23.94,28.9,14.04,10460.0,10870.0,0.1452,-0.0004,-0.0724,-0.1081,-0.0554,0.6048,23.5,23.15,-3.49,-7.55,4.06,Financial Services,LRFC
9.74,9.74,9.83,9.33,260.0,3110.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,LITT
12.24,7.27,45.0,2.84,2300000.0,12580000.0,0.0306,-0.325,-0.5459,2.3296,0.4661999999999999,0.0353,27.67,11.54,-4.86,-5.01,0.14999999999999947,Healthcare,LGVN
45.45,40.67,56.54,19.69,81990.0,79920.0,0.8356999999999999,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,LORL
9.53,11.32,17.5,4.61,1280000.0,860030.0,0.0265,0.1673,-0.0573,-0.4668,-0.4917,-0.481,15.5,6.52,0.02,-0.23,0.25,Consumer Cyclical,LTRY
31.72,31.72,52.5,26.92,394020.0,628340.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Technology,LYLT
40.98,27.36,64.86,10.0,48490000.0,73020000.0,0.6896,-0.0276,-0.3286,0.4068,0.2828,2.675,38.0,39.17,-524.4,-588.82,64.42000000000007,Consumer Cyclical,LCID
12.31,12.31,15.09,9.85,279300.0,379070.0,0.5528,-0.0452,-0.2341,-0.0588999999999999,-0.1115,0.0353,20.12,10.27,0.02,-0.23,0.25,Consumer Cyclical,LVLU
8.25,9.83,35.45,6.8,79070.0,30730.0,0.3854999999999999,-0.0907,-0.0895,-0.2634,-0.298,-0.7804000000000001,27.17,7.0,0.02,-0.23,0.25,Healthcare,LUMO
0.9244,1.3471,3.86,0.581,2550000.0,4330000.0,0.0409,-0.1449,-0.3303999999999999,-0.4733,-0.7606,-0.1469,27.67,0.65,-27.64,-21.03,-6.609999999999999,Communication Services,LKCO
10.18,10.31,14.49,10.0,562680.0,93550.0,0.1946999999999999,-0.0024,-0.0053,-0.0121,-0.0256999999999999,-0.0667,27.67,10.04,2.64,2.01,0.6300000000000003,Financial Services,LUXAU
10.9,13.39,19.84,6.9,1490000.0,492590.0,0.3107999999999999,-0.0365,-0.2292,-0.5103,-0.561,0.0353,25.75,7.68,-48.88,-62.59,13.71,Healthcare,LYEL
6.026,7.9889,16.5,3.91,113540.0,60360.0,0.7263,-0.0911,-0.196,-0.5345,-0.4533,-0.6049,25.33,4.49,-11.05,-11.04,-0.010000000000001563,Healthcare,LYRA
2.7684,2.9518,4.58,2.28,951960.0,1540000.0,0.7111,0.012,0.0366999999999999,-0.0960999999999999,-0.1088,-0.0379,10.56,2.65,-11.88,-5.72,-6.160000000000001,Healthcare,MEIP
77.03,76.2,82.95,63.0,80070.0,68900.0,0.5157,0.0226,0.0641,0.0687,0.0756,0.1541,68.5,80.86,34.92,22.85,12.07,Utilities,MGEE
1.1838,1.7054,3.23,0.762,1140000.0,1270000.0,0.0966,-0.2011,-0.2617,-0.5123,-0.6624,-0.6624,4.0,0.83,-5.33,-18.4,13.069999999999999,Technology,MICT
1.631,1.9718,3.05,1.36,311390.0,452390.0,0.2492,-0.0125,-0.0306999999999999,-0.1551,-0.1856,-0.2752,27.67,1.6,-2.58,-2.66,0.08000000000000007,Technology,MIND
8.64,8.82,10.66,7.37,94990.0,83860.0,0.3621999999999999,0.0068,0.0364,0.0983,0.0091,0.0703,8.75,8.79,34.19,34.19,0.0,Financial Services,MCBC
18.52,24.52,36.48,15.72,491430.0,457300.0,0.9652,-0.0569,-0.1117,-0.2235,-0.4077,-0.3034,36.78,16.59,-52.89,-39.94,-12.950000000000003,Healthcare,MGNX
82.26,96.77,142.62,68.56,234700.0,136970.0,0.8558,0.021,0.0081,0.0304,-0.1535,-0.2507999999999999,172.36,85.94,-63.1,-61.65,-1.4500000000000028,Healthcare,MDGL
6.18,8.6,14.2,4.44,242840.0,170990.0,0.8449,-0.087,-0.1923,-0.3565,-0.5276,-0.4069,13.0,4.68,-17.43,-16.93,-0.5,Healthcare,MGTA
11.89,11.21,12.49,7.43,1730.0,4940.0,0.2529,0.0,0.0681,0.1318,0.1452,0.8255,27.67,12.42,7.0,5.81,1.1900000000000004,Financial Services,MGYR
9.97,9.92,10.5,9.66,18600.0,39490.0,0.7525,0.001,0.001,0.0070999999999999,0.0091,0.0101,27.67,9.98,6.16,-3.15,9.31,Financial Services,MLAC
9.99,9.94,10.48,9.66,7370.0,22280.0,0.8062999999999999,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MACU
16.43,17.81,19.38,15.12,23210.0,9160.0,0.7073999999999999,-0.0274,-0.0482,-0.0807,-0.1675,-0.0818,18.0,15.68,7.55,7.55,0.0,Financial Services,MLVF
2.2602,2.4259,2.88,1.8,148610.0,77240.0,0.0533,0.0308999999999999,-0.061,-0.1667,-0.2126,0.0638,4.85,1.97,-0.01,0.43,-0.44,Consumer Defensive,MMMB
2.499,3.5364,7.27,1.73,105440.0,537840.0,0.6344,-0.0535,-0.0733,-0.4271999999999999,-0.6144,-0.5874,4.0,1.77,0.02,-0.23,0.25,Industrials,TUSK
10.24,10.24,10.38,10.18,19440.0,153810.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,MAAQU
164.22,148.8,188.52,101.18,287800.0,298840.0,1.0136,0.0437,-0.0043,0.0382,0.0956,0.5324,195.0,158.96,36.65,30.59,6.059999999999999,Technology,MANH
6.53,7.28,9.62,4.87,33640.0,23080.0,0.5373,0.0034,-0.1009,-0.2097,-0.1934,0.1032,9.25,5.79,-1.1,5.37,-6.470000000000001,Industrials,MNTX
38.18,29.45,49.08,13.65,8070.0,11690.0,0.2692,0.0384,0.0821,0.1954,0.4422,1.1994,27.67,39.89,2.93,2.13,0.8000000000000003,Consumer Defensive,MTEX
10.05,9.98,11.37,9.75,25140.0,260820.0,0.0066,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MAQC
40.51,42.29,63.55,25.32,1080000.0,1580000.0,0.8981999999999999,-0.0063,-0.0481,-0.1508,-0.0146,0.523,58.12,41.33,54.27,49.08,5.190000000000005,Healthcare,MRVI
11.52,13.88,20.04,9.1,164540.0,154490.0,0.8913,0.0721,0.0935999999999999,0.0552,-0.3289,0.0084,29.89,12.33,-19.51,-23.82,4.309999999999999,Healthcare,MRNS
1.2692,2.0273,3.77,0.9,524110.0,431630.0,0.3411,-0.0484999999999999,-0.2082999999999999,-0.4443999999999999,-0.6595,-0.3624,6.38,1.03,0.02,-0.23,0.25,Healthcare,MRKR
389.93,446.87,589.25,341.5,250620.0,259090.0,0.9808,-0.0005,0.1654,-0.0291,-0.1127,-0.2717,413.44,413.1,57.96,67.29,-9.330000000000005,Financial Services,MKTX
9.77,9.73,10.3,9.56,52910.0,50370.0,0.5044,-0.002,-0.0049,0.001,0.0062,0.0353,27.67,9.76,6.53,-9.27,15.8,Financial Services,FINM
22.73,25.25,37.9,15.11,6960000.0,8060000.000000001,1.2692,-0.0394,-0.1794,-0.2673,-0.4004,0.0353,31.8,17.53,-45.73,-68.55,22.82,Technology,MQ
157.14,146.94,171.68,115.5,2050000.0,2130000.0,0.6157,0.052,0.1047,0.0964,0.22,0.2910999999999999,163.28,166.84,220.0,422.0,-202.0,Consumer Cyclical,MAR
16.82,16.43,18.32,14.72,535580.0,329440.0,0.6917,0.0475999999999999,0.047,0.0827,0.0742999999999999,0.0227999999999999,21.5,17.2,0.02,-0.23,0.25,Industrials,MRTN
76.93,60.18,93.85,37.92,10130000.0,8630000.0,0.877,0.026,0.1802,0.472,0.5179,0.9152,99.77,88.5,-62.53,-276.43,213.9,Technology,MRVL
27.48,26.98,33.63,23.61,121170.0,123670.0,0.8818,0.0818,0.0069999999999999,0.0733999999999999,0.0464,0.0899,38.5,28.01,10.39,16.53,-6.140000000000001,Consumer Cyclical,MCFT
142.34,147.75,182.0,118.51,2550000.0,2710000.0,1.0011,-0.0113,-0.0304,-0.1469,-0.1938,-0.1346,174.32,133.55,131.21,140.9,-9.689999999999998,Communication Services,MTCH
9.24,10.89,16.32,6.18,820120.0,229870.0,0.8885,-0.0144999999999999,-0.2622,-0.3524,-0.3543,-0.3908,16.0,6.94,-17.54,-10.72,-6.8199999999999985,Industrials,MTRX
23.9,17.37,37.6,10.45,5610000.0,6080000.0,0.1525,-0.081,-0.3549,0.1156,0.3152,0.0353,30.2,22.0,-167.99,-6.21,-161.78,Technology,MTTR
36.46,36.95,43.75,27.96,146600.0,103310.0,0.7939,0.0751999999999999,0.0385999999999999,0.0545,0.0334,0.302,52.67,36.74,0.02,-0.23,0.25,Industrials,MATW
10.73,12.55,17.44,8.53,1570000.0,873920.0,0.5579,0.002,0.1139,-0.1974,-0.1115,0.0353,27.67,10.24,0.02,-0.23,0.25,Healthcare,MXCT
18.98,18.91,57.97,13.54,639280.0,566320.0,0.3999,-0.079,-0.257,-0.2259,-0.3522999999999999,-0.5068,18.6,14.62,-65.36,-77.01,11.650000000000006,Technology,MAXN
9.91,9.91,9.99,9.85,33550.0,132650.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,JMAC
77.61,77.87,87.53,64.58,90670.0,83110.0,0.8595999999999999,0.0323,0.0207,0.0843999999999999,-0.0248,0.2305,93.33,79.63,23.25,20.61,2.6400000000000006,Industrials,MGRC
10.07,10.07,10.2,10.05,50800.0,500630.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MLAIU
9.94,9.84,11.18,9.45,67510.0,69280.0,0.5863,-0.005,-0.01,0.002,0.01,0.0353,27.67,9.88,1.86,0.38,1.48,Financial Services,MTAC
8.4,8.43,9.5,3.5,1410000.0,250780.0,0.3125,-0.2064,-0.1621,-0.1449,-0.2471999999999999,0.3002,11.33,6.4,24.99,24.95,0.03999999999999915,Financial Services,MFIN
10.76,11.57,0.0,0.0,226075.0,241960.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,MSII
6.0027,5.6538,17.4,2.5,171830.0,261970.00000000003,0.2226,0.1110999999999999,-0.0944999999999999,-0.5263,0.2778,0.442,27.67,4.84,-1.19,0.94,-2.13,Communication Services,MDIA
214.0,186.48,231.0,130.74,191320.0,164630.0,0.7951,0.0139999999999999,0.0544,0.1748,0.2482,0.5991,202.5,221.18,48.57,39.93,8.64,Healthcare,MEDP
20.29,15.61,24.9,11.6,231500.0,377440.0,0.6452,0.0499,0.2721,0.8334999999999999,0.52,0.5054,36.0,23.42,-25.95,-20.09,-5.859999999999999,Healthcare,MGTX
10.0,9.93,10.35,9.7,1690.0,7650.0,0.0,0.004,0.002,0.0131,-0.1115,0.0353,27.67,9.99,-0.24,-0.22,-0.01999999999999999,Financial Services,MBTC
1372.39,1532.07,2020.0,1018.73,512600.0,611910.0,0.83,0.0809,0.0725,-0.2041,-0.1503999999999999,-0.2091,2041.61,1344.8,95.22,68.19,27.03,Consumer Cyclical,MELI
10.76,11.57,19.4,9.71,226075.0,241960.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MPRA
11.03,12.6,18.14,9.51,390110.0,326940.0,0.4955,0.0503,0.0455999999999999,-0.0315,-0.0831,0.1597,12.4,11.87,69.12,21.41,47.71000000000001,Basic Materials,MERC
50.9,58.96,88.8,44.44,1150000.0,674820.0,0.9573,0.0871,0.1231,0.177,-0.1602,-0.3538,57.56,55.28,-7.14,17.93,-25.07,Industrials,MRCY
10.14,10.01,11.27,9.75,364420.0,777800.0,0.7111,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MCMJ
19.27,20.41,30.65,17.0,509540.0,437950.0,0.9818,0.0086,-0.005,0.0266999999999999,-0.0992,0.0428,26.5,20.01,6.66,11.67,-5.01,Healthcare,VIVO
4.272,5.4542,9.45,3.68,29710.0,18020.0,0.6257,-0.025,-0.0692,-0.154,-0.3897,-0.4118,4.0,4.0,-0.53,-0.76,0.22999999999999998,Healthcare,MACK
28.44,23.73,33.0,15.93,304440.0,575000.0,0.579,0.0341,0.2858,0.5295000000000001,0.5244,0.8428,42.14,32.26,-14.85,-27.39,12.540000000000001,Healthcare,MRUS
315.07,281.62,333.42,232.88,28690.0,33380.0,0.9353,0.0187999999999999,0.0556,0.0843999999999999,0.2196,0.1747,331.67,331.21,3.72,2.0,1.7200000000000002,Technology,MLAB
3.9266,4.6694,21.76,1.36,9230000.0,7520000.0,0.1384,-0.0886,-0.3431,-0.5682,-0.6701999999999999,0.6826000000000001,6.55,2.6,-11.43,-5.18,-6.25,Technology,MMAT
1.4068,3.266,11.0,0.604,11800000.0,3450000.0,0.623,-0.3713,-0.5039,-0.8093,-0.8329000000000001,-0.9194,7.1,0.66,-18.33,-15.59,-2.7399999999999984,Healthcare,MTCR
0.3926,0.8787,4.27,0.25,17960000.0,94820000.0,0.061,-0.0276,-0.2814,-0.2309,-0.7384999999999999,-0.8718,3.0,0.27,-171.88,-78.07,-93.81,Consumer Defensive,METX
26.33,20.3,29.82,14.0,45730.0,33130.0,0.1536,0.0948,0.0323,0.3107,0.5899,0.9496,25.75,27.67,25.73,25.64,0.08999999999999986,Financial Services,MCBS
9.85,9.78,9.93,9.6,88080.0,88690.0,0.5273,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MDH
12.1966,12.1833,22.155,3.7,146930.0,114590.0,0.5528,-0.0382,-0.6777,-0.0588999999999999,-0.1115,0.0353,26.67,4.27,-14.27,-0.23,-14.04,Healthcare,INKT
691.21,643.53,1315.0,406.51,405330.0,500190.0,0.757,-0.0200999999999999,-0.2004,-0.0181,-0.1631,0.5191,813.67,569.19,-36.14,-299.35,263.21000000000004,Technology,MSTR
82.52,77.15,90.0,64.53,3880000.0,3980000.0,0.9149,0.034,0.0455,0.1528999999999999,0.1785999999999999,0.3057,97.8,88.0,242.0,252.8,-10.800000000000011,Technology,MCHP
15.14,15.34,16.59,14.16,2320.0,2730.0,0.2658,0.0147,0.0174,-0.0181,-0.0435,0.2532999999999999,27.67,15.17,2.89,2.98,-0.08999999999999986,Financial Services,MSVB
184.63,176.99,198.46,123.93,411940.0,358700.0,0.974,0.0292,0.0999,0.1326999999999999,0.1377,0.5538000000000001,218.88,197.77,175.97,120.58,55.39,Industrials,MIDD
106.03,96.02,117.32,67.09,168270.0,94780.0,0.6587999999999999,0.0530999999999999,0.1033,0.1238,0.4257,0.624,98.0,117.94,11.45,10.89,0.5599999999999987,Utilities,MSEX
25.02,26.02,30.32,17.7,84690.0,75000.0,0.6036,0.0252,0.0530999999999999,0.0129,-0.0415,0.4226,27.5,25.04,22.58,22.68,-0.10000000000000142,Financial Services,MSBI
25.44,37.71,59.21,13.16,17670.0,31440.0,0.4053,-0.005,0.0695,-0.5864,-0.5954999999999999,-0.7256999999999999,50.0,16.19,-3.06,-4.99,1.9300000000000002,Financial Services,MDWT
39.18,42.32,51.25,32.67,478210.0,548660.0,0.5528,0.0652,-0.0018,-0.0394,-0.1823999999999999,0.1672,56.5,39.07,-61.5,7.4,-68.9,Consumer Cyclical,MLKN
77.8,59.98,85.48,38.84,3120000.0,1350000.0,0.8959999999999999,0.0092,-0.0342,0.244,0.5031,0.4125999999999999,82.83,79.52,17.58,10.07,7.509999999999998,Technology,MIME
7.1911,7.1911,10.37,4.28,195770.0,245040.0,0.5528,0.0742,-0.2312,-0.0588999999999999,-0.1115,0.0353,14.5,4.74,-3.23,-0.23,-3.0,Healthcare,UTRS
1.4348,2.4344,5.28,1.12,273780.0,126490.0,0.0984,-0.0315,-0.1086999999999999,-0.3350999999999999,-0.6058,-0.6846,2.62,1.25,1.7,-1.55,3.25,Technology,MINM
151.87,159.8,225.47,127.12,419180.0,494420.0,1.0401,-0.036,0.0603,-0.1724,-0.1073,-0.3472999999999999,220.08,146.77,-80.05,-166.43,86.38000000000001,Healthcare,MRTX
7.1522,8.4972,16.521,4.21,93710.0,27600.0,0.1564,-0.0128,-0.2817,-0.3146,-0.6017,0.0353,22.0,4.46,-5.11,-3.7,-1.4100000000000001,Healthcare,MIRO
25.62,22.03,26.99,11.14,21560.0,54580.0,0.427,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,MSON
18.67,19.62,22.93,14.71,248780.0,144000.0,0.2269,-0.1108,-0.1422,-0.1617,-0.2366,0.0784,20.8,15.88,16.9,18.4,-1.5,Consumer Defensive,AVO
6.3916,7.3711,11.0,2.01,1170000.0,204620.0,0.0,-0.2158,-0.6881,-0.6862999999999999,-0.6794,-0.6972,27.67,2.17,-4.44,-2.9,-1.5400000000000005,Communication Services,MOBQ
10.0,9.94,11.65,9.69,12540.0,124010.0,0.5506,0.003,-0.002,0.0081,-0.1115,0.0353,27.67,10.01,0.02,-0.23,0.25,Financial Services,MPAC
150.78,160.51,211.94,121.0,77320.0,67590.0,1.0068,0.0329,0.0724,-0.2045,-0.1167,0.1171,206.33,150.43,-7.57,13.67,-21.240000000000002,Healthcare,MODV
2.3006,3.103,8.78,1.64,318650.0,266640.0,0.1656,-0.2189999999999999,-0.2077,-0.4587,-0.5531,-0.6754000000000001,19.0,1.69,0.02,-0.23,0.25,Healthcare,MBRX
21.89,20.43,28.12,16.35,1110000.0,1210000.0,0.8062,0.0542999999999999,0.0118999999999999,0.091,0.0128,-0.1588,27.33,21.66,-22.9,-29.24,6.34,Technology,MNTV
520.89,400.57,590.0,238.01,831160.0,811910.0,0.9054,-0.0008,0.0229,0.1734,0.4882,0.4785999999999999,567.5,538.4,-81.29,-77.13,-4.160000000000011,Technology,MDB
527.67,435.47,580.0,301.51,329690.0,319190.0,0.9619,0.0265,-0.1169999999999999,0.0283,0.3344,0.4149,603.29,498.17,68.77,55.17,13.599999999999994,Technology,MPWR
10.97,10.77,11.85,7.85,111830.0,90200.0,0.2263,0.0227,-0.0062,0.1061999999999999,0.0484999999999999,0.4115,11.58,11.28,7.24,11.33,-4.09,Financial Services,MRCC
10.53,9.71,14.93,6.15,135770.0,89400.0,0.0632,0.0294,0.0938,-0.0558,0.3707999999999999,0.0353,11.75,10.79,8.9,-4.65,13.55,Utilities,MNTK
9.87,9.87,9.9,9.85,16180.0,122930.0,0.0378,-0.001,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,9.85,-0.0,-0.23,0.23,Financial Services,MTRY
9.77,9.74,10.0,9.51,2020.0,35490.0,0.7056,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MON
9.72,9.71,10.18,9.6,1690.0,16360.0,0.1491,0.0005,-0.0005,0.0098999999999999,0.0005,0.0353,27.67,9.7,-0.22,-0.19,-0.03,Financial Services,MACA
53.18,56.81,93.0,29.21,188140.0,149860.0,0.7111,-0.0049,0.0415,-0.1838,-0.1566,0.5414,88.75,48.7,0.02,-0.23,0.25,Healthcare,MORF
10.0,10.01,11.86,9.77,605450.0,145920.0,0.9195,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,unknown,MOTN
9.1244,13.917,38.0,2.77,42410.0,17180.0,0.2462,-0.3034,-0.6616,-0.7839,-0.7786,0.0353,21.25,3.34,-6.56,-5.78,-0.7799999999999994,Communication Services,MSGM
0.5671,0.8636,2.74,0.4,1560000.0,1110000.0,0.133,-0.0889,-0.09,-0.3383,-0.5585,-0.5063,1.92,0.47,-4.82,-4.74,-0.08000000000000007,Healthcare,MOTS
9.88,9.8,10.13,9.37,19970.0,20900.0,0.0,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,Financial Services,MCAE
10.07,10.07,10.13,10.02,1600.0,26880.0,0.1572,-0.0049,0.003,-0.0588999999999999,-0.1115,0.0353,27.67,10.07,0.02,-0.23,0.25,Financial Services,MCAGU
